offset,x,y,z,additional_values
0x200890,5654,5910,5911,5655|5910|5911|5911|5911
0x2008a0,5911,5655,5142,5653|5911|5911|5911|5911
0x2008b0,5911,5911,5911,5911|5911|5911|5911|5911
0x2008c0,5911,5911,5655,4885|4883|5396|5910|6168
0x2008d0,5141,5910,5911,5911|25957|25701|25442|25444
0x200910,0,0,0,0|0|0|0|3840
0x200980,5911,5911,5911,5911|5911|5911|5654|5654
0x200990,5911,5911,5911,5911|5911|5911|5911|5911
0x2009a0,5911,5911,5398,5397|5910|5911|5911|5911
0x2009b0,5911,5911,5911,5911|5911|5911|5911|5911
0x2009c0,5911,5911,5911,5911|6167|6168|6168|5400
0x2009d0,5652,5910,5911,5911|25957|25700|25699|25700
0x200a10,3855,3855,3855,3855|3855|3855|3855|3855
0x200a80,5911,5911,5911,5911|5911|5655|5910|5911
0x200a90,5911,5911,5911,5911|5911|5911|5911|5911
0x200aa0,5911,5911,5655,5654|5910|5911|5911|5911
0x200ab0,5911,5911,5911,5911|5911|5911|5911|5911
0x200ac0,5911,5911,5911,5911|5911|6168|5911|5141
0x200ad0,5910,5911,5911,5911|25879|25444|25957|25701
0x200b80,5911,5911,5911,5911|5654|5654|5911|5911
0x200b90,5911,5911,5911,5911|5911|5911|5911|5911
0x200ba0,5911,5911,5911,5655|5910|5911|5911|5911
0x200bb0,5911,5911,5911,5911|5911|5911|5911|5911
0x200bc0,5911,5911,5911,5911|5911|5911|5911|5911
0x200bd0,5911,5911,5911,5911|25879|25445|25957|25699
0x200c80,5911,5911,5911,5654|5655|5911|5911|5911
0x200c90,5911,5911,5911,5911|5911|5911|5911|5911
0x200ca0,5911,5911,5911,5911|5911|5911|5911|5911
0x200cb0,5911,5911,5911,5911|5911|5911|5911|5911
0x200cc0,5911,5911,5911,5911|5911|5911|5911|5911
0x200cd0,5911,5911,5911,5910|25111|25957|25445|25700
0x200d80,5911,5911,5911,5654|5911|5654|5654|5654
0x200d90,5911,5911,5911,5911|5911|5911|5911|5911
0x200da0,5911,5911,5911,5911|5911|5911|5911|5911
0x200db0,5911,5911,5911,5911|5911|5911|5911|5911
0x200dc0,5911,5911,5911,5911|5911|5911|5911|5911
0x200dd0,5911,5911,5911,5910|5911|25954|25699|25701
0x200e80,5911,5911,5911,5911|5911|5911|5911|5911
0x200e90,5911,5911,5911,5911|5911|5911|5911|5911
0x200ea0,5911,5911,5911,5911|5911|5911|5911|5911
0x200eb0,5911,5911,5911,5911|5911|5911|5911|5911
0x200ec0,5911,5911,5911,5911|5911|5911|5911|5911
0x200ed0,5911,5911,5911,5909|5911|25442|25957|25445
0x200f80,5911,5911,5911,5911|5911|5911|5911|5911
0x200f90,5911,5911,5911,5911|5911|5911|5911|5911
0x200fa0,5911,5911,5911,5911|5911|5911|5911|5911
0x200fb0,5911,5911,5911,5911|5911|5911|5911|5911
0x200fc0,5911,5911,5911,5911|5911|5911|5911|5911
0x200fd0,5911,5911,5911,5909|5911|25957|25957|25443
0x201080,5911,5911,5911,5911|5911|5911|5911|5911
0x201090,5911,5911,5911,5911|5911|5911|5911|5911
0x2010a0,5911,5911,5911,5911|5911|5911|5911|5911
0x2010b0,5911,5911,5911,5911|5911|5911|5911|5911
0x2010c0,5911,5911,5911,5911|5911|5911|5911|5911
0x2010d0,5911,5911,5655,5910|5911|25954|25444|24932
0x201180,5911,5911,5911,5911|5911|5911|5911|5911
0x201190,5911,5911,5911,5911|5911|5911|5911|5911
0x2011a0,5911,5911,5911,5911|5911|5911|5911|5911
0x2011b0,5911,5911,5911,5911|5911|5911|5911|5911
0x2011c0,5911,5911,5911,5911|5911|5911|5911|5911
0x2011d0,5911,5911,5399,5908|5911|25698|25699|24931
0x2011e0,5911,5911,4887,25698|25957|26470|26214|25701
0x201280,5911,5911,5911,5911|5911|5911|5143|5139
0x201290,5397,5397,5397,5397|5911|5911|5911|5911
0x2012a0,5911,5911,5911,5911|5911|5911|5911|5911
0x2012b0,5911,5911,5911,5911|5911|5911|5911|5911
0x2012c0,5911,5911,5911,5911|5911|5911|5911|5911
0x2012d0,5911,5911,5655,5140|5911|25701|25957|5987
0x2012e0,5655,5910,5655,25953|25957|26213|26471|26214
0x201380,5911,5911,5911,5911|5655|5398|4884|5652
0x201390,5654,5911,5911,5399|5911|5911|5911|5399
0x2013a0,5910,5911,5911,5911|5911|5911|5911|5911
0x2013b0,5911,5911,5911,5911|5911|5911|5911|5911
0x2013c0,5911,5911,5911,5911|5911|5911|5911|5911
0x2013d0,5911,5911,5911,5655|5911|25954|25957|5987
0x2013e0,5398,5654,5911,25953|25957|26213|26470|26215
0x201480,5911,5911,5654,5910|5655|5141|5395|5910
0x201490,5399,5911,5911,5911|5911|5911|5911|5142
0x2014a0,5910,5911,5911,5911|5911|5911|5911|5911
0x2014b0,5911,5911,5911,5911|5911|5911|5911|5911
0x2014c0,5911,5911,5911,5911|5911|5911|5911|5911
0x2014d0,5911,5911,5911,5911|5911|25954|25444|5986
0x2014e0,5397,5654,5655,25441|25701|25957|26470|26472
0x201580,5911,5654,5397,5653|5654|5141|5652|5911
0x201590,5399,5911,5911,5399|5911|5911|5911|5142
0x2015a0,5910,5911,5911,5911|5911|5911|5911|5911
0x2015b0,5911,5911,5911,5911|5911|5911|5911|5911
0x2015c0,5911,5911,5911,5911|5911|5911|5911|5911
0x2015d0,5911,5911,5911,5911|5911|25186|25188|5143
0x2015e0,5396,5653,5655,25441|25957|25956|26470|26984
0x201680,5655,5654,5398,4883|4884|4884|5397|5911
0x201690,5399,5911,5398,5911|5911|5911|5655|4885
0x2016a0,5655,5911,5911,5911|5911|5911|5911|5911
0x2016b0,5911,5911,5911,5911|5911|5911|5911|5911
0x2016c0,5911,5911,5911,5911|5911|5911|5911|5911
0x2016d0,5911,5911,5911,5911|5911|25957|25189|4887
0x2016e0,5139,5909,5143,25441|25958|25956|26213|26727
0x201780,4886,4884,5140,5139|5142|4883|5396|5652
0x201790,5654,5909,5398,5653|5911|5655|5653|4884
0x2017a0,5652,5911,5911,5911|5911|5911|5911|5911
0x2017b0,5911,5911,5911,5911|5911|5911|5911|5911
0x2017c0,5911,5911,5911,5911|5655|25365|5140|5140
0x2017d0,5140,5140,5140,5397|5911|25954|25189|4887
0x2017e0,5139,5911,4886,25441|26213|25701|26213|26726
0x201880,5139,5142,4883,5652|5655|4884|4883|4884
0x201890,4883,4883,4883,5395|5654|5141|4883|4884
0x2018a0,5651,5911,5911,5911|5911|5911|5911|5911
0x2018b0,5911,5911,5911,5911|5911|5911|5911|5911
0x2018c0,5911,5911,5911,5911|25366|5475|5140|5140
0x2018d0,5397,5653,5654,5654|5911|25442|25188|5911
0x201980,5908,5655,4884,5910|5911|4886|5655|5397
0x201990,4884,5908,5909,4883|4884|5652|5398|5142
0x2019a0,5395,5910,5911,5911|5911|5911|5911|5911
0x2019b0,5911,5911,5911,5911|5911|5911|5911|5911
0x2019c0,5911,5911,5911,5911|25366|5653|5911|5911
0x2019d0,5911,5911,5911,5911|5911|25957|25957|5143
0x201a80,5910,5911,4886,5910|5911|4886|5911|5655
0x201a90,5140,5653,5399,4887|5910|5911|5911|5399
0x201aa0,4883,5910,5911,5911|5911|5911|5911|5911
0x201ab0,5911,5911,5911,5911|5911|5911|5911|5911
0x201ac0,5911,5911,5911,5911|5911|5911|5911|5911
0x201ad0,5911,5911,5911,5911|5911|5986|25189|5911
0x201b80,5910,5910,4887,5910|5910|4887|5911|5910
0x201b90,4885,5910,5910,5141|5911|5911|5655|4885
0x201ba0,4883,5909,5911,5911|5911|5911|5911|5911
0x201bb0,5911,5911,5911,5911|5911|5911|5911|5911
0x201bc0,5911,5911,5911,5911|5911|5911|5911|5911
0x201bd0,5911,5911,5911,5397|5911|25698|25188|5655
0x201c80,5911,5911,4887,5911|5911|5143|5911|5911
0x201c90,4886,5911,5911,5398|5911|5655|5141|5140
0x201ca0,5141,5651,5911,5911|5911|5911|5911|5911
0x201cb0,5911,5911,5911,5911|5911|5911|5911|5911
0x201cc0,5911,5911,5911,5911|5911|5911|5911|5911
0x201cd0,5911,5911,5398,5140|5911|25954|25111|5655
0x201d80,5655,5654,5143,5655|5654|5399|5655|5654
0x201d90,5399,5655,5654,5399|5911|5399|5139|5654
0x201da0,5654,4884,5910,5911|5911|5911|5911|5911
0x201db0,5911,5911,5911,5911|5911|5911|5911|5911
0x201dc0,5911,5911,5911,5911|5911|5911|5911|5911
0x201dd0,5911,5655,5141,5140|5911|5989|25189|5655
0x201e80,5655,5653,5143,5655|5653|5143|5655|5653
0x201e90,5143,5655,5653,5399|5911|5654|4885|5909
0x201ea0,5655,5142,5908,5911|5911|5911|5911|5911
0x201eb0,5911,5911,5911,5911|5911|5911|5911|5911
0x201ec0,5911,5911,5911,5911|5911|5911|5911|5911
0x201ed0,5911,5398,5397,5397|5911|25954|25188|5655
0x201f80,5911,5910,5143,5911|5910|5143|5911|5910
0x201f90,5143,5911,5910,5399|5911|5655|5654|5911
0x201fa0,5911,5654,5910,5911|5911|5911|5911|5911
0x201fb0,5911,5911,5911,5911|5911|5911|5911|5911
0x201fc0,5911,5911,5911,5911|5911|5911|5911|5911
0x201fd0,5911,5654,5653,5654|5911|25698|5986|5655
0x202080,5911,5911,5143,5911|5911|5143|5911|5911
0x202090,5143,5911,5911,5399|5911|5911|5911|5911
0x2020a0,5911,5911,5911,5911|5911|5911|5911|5911
0x2020b0,5911,5911,5911,5911|5911|5911|5911|5911
0x2020c0,5911,5911,5911,5911|5911|5911|5911|5911
0x2020d0,5911,5655,5654,5911|5911|25188|5911|5655
0x202180,5910,5911,5142,5910|5911|4886|5910|5911
0x202190,5142,5910,5911,5398|5911|5911|5911|5911
0x2021a0,5911,5911,5911,5911|5911|5911|5911|5911
0x2021b0,5911,5911,5911,5911|5911|5911|5911|5911
0x2021c0,5911,5911,5911,5911|5911|5911|5911|5911
0x2021d0,5911,5911,5911,5911|5911|5911|5911|5655
0x202280,5910,5911,5142,5910|5911|4886|5910|5911
0x202290,5142,5910,5911,5398|5911|5911|5911|5911
0x2022a0,5911,5911,5911,5911|5911|5911|5911|5911
0x2022b0,5911,5911,5911,5911|5911|5911|5911|5911
0x2022c0,5911,5911,5911,5911|5911|5911|5911|5911
0x2022d0,5911,5911,5911,5911|5911|5911|5911|5655
0x202380,5654,5654,5142,5654|5654|5142|5654|5654
0x202390,5142,5654,5654,5398|5911|5911|5911|5911
0x2023a0,5911,5911,5911,5911|5911|5911|5911|5911
0x2023b0,5911,5911,5911,5911|5911|5911|5911|5911
0x2023c0,5911,5911,5911,5911|5911|5911|5911|5911
0x2023d0,5911,5911,5911,5911|5911|5911|5911|5655
0x202480,5909,5910,5141,5909|5910|4885|5909|5910
0x202490,4885,5909,5910,5397|5911|5911|5911|5911
0x2024a0,5911,5911,5911,5911|5911|5911|5911|5911
0x2024b0,5911,5911,5911,5911|5911|5911|5911|5911
0x2024c0,5911,5911,5911,5911|5911|5911|5911|5911
0x2024d0,5911,5911,5911,5911|5911|5911|5911|5911
0x202580,5911,5911,5143,5911|5911|4887|5911|5911
0x202590,4887,5911,5911,5655|5911|5911|5911|5911
0x2025a0,5911,5911,5911,5911|5911|5911|5911|5911
0x2025b0,5911,5911,5911,5911|5911|5911|5911|5911
0x2025c0,5911,5911,5911,5911|5911|5911|5911|5911
0x2025d0,5911,5911,5911,5911|5911|5911|5911|5911
0x202680,5911,5911,5143,5911|5911|4887|5911|5911
0x202690,4887,5911,5911,5911|5911|5911|5911|5911
0x2026a0,5911,5911,5911,5911|5911|5911|5911|5911
0x2026b0,5911,5911,5911,5911|5911|5911|5911|5911
0x2026c0,5911,5911,5911,5911|5911|5911|5911|5911
0x2026d0,5911,5911,5911,5911|5911|5911|5911|5911
0x202780,5911,5911,5143,5655|5655|4887|5655|5655
0x202790,4887,5655,5655,5399|5911|5911|5911|5911
0x2027a0,5911,5911,5911,5911|5911|5911|5911|5911
0x2027b0,5911,5911,5911,5911|5911|5911|5911|5911
0x2027c0,5911,5911,5911,5911|5911|5911|5911|5911
0x2027d0,5911,5911,5911,5911|5911|5911|5911|5911
0x202880,5398,5398,5142,5398|5398|4885|5398|5398
0x202890,4886,5398,5398,4886|5911|5911|5911|5911
0x2028a0,5911,5911,5911,5911|5911|5911|5911|5911
0x2028b0,5911,5911,5911,5911|5911|5911|5911|5911
0x2028c0,5911,5911,5911,5911|5911|5911|5911|5911
0x2028d0,5911,5911,5911,5911|5911|5911|5911|5911
0x202980,5654,5142,5139,5651|5654|4883|5651|5654
0x202990,4883,5651,5910,4883|5911|5911|5911|5911
0x2029a0,5911,5911,5911,5911|5911|5911|5911|5911
0x2029b0,5911,5911,5911,5911|5911|5911|5911|5911
0x2029c0,5911,5911,5911,5911|5911|5911|5911|5911
0x2029d0,5911,5911,5911,5911|5911|5911|5911|5911
0x2029e0,5911,5655,5141,25957|25957|25957|25701|25700
0x202a80,5910,5911,5142,5910|5911|4886|5910|5911
0x202a90,5142,5910,5911,5398|5911|5911|5911|5911
0x202aa0,5911,5911,5911,5911|5911|5911|5911|5911
0x202ab0,5911,5911,5911,5911|5911|5911|5911|5911
0x202ac0,5911,5911,5911,5911|5911|5911|5911|5911
0x202ad0,5911,5911,5911,5911|5911|5911|5911|5655
0x202b80,5654,5654,5142,5654|5654|5142|5654|5654
0x202b90,5142,5654,5654,5398|5911|5911|5911|5911
0x202ba0,5911,5911,5911,5911|5911|5911|5911|5911
0x202bb0,5911,5911,5911,5911|5911|5911|5911|5911
0x202bc0,5911,5911,5911,5911|5911|5911|5911|5911
0x202bd0,5911,5911,5911,5911|5911|5911|5911|5655
0x202c80,5909,5910,5141,5909|5910|4885|5909|5910
0x202c90,4885,5909,5910,5397|5911|5911|5911|5911
0x202ca0,5911,5911,5911,5911|5911|5911|5911|5911
0x202cb0,5911,5911,5911,5911|5911|5911|5911|5911
0x202cc0,5911,5911,5911,5911|5911|5911|5911|5911
0x202cd0,5911,5911,5911,5911|5911|5911|5911|5911
0x202d80,5911,5911,5143,5911|5911|4887|5911|5911
0x202d90,4887,5911,5911,5655|5911|5911|5911|5911
0x202da0,5911,5911,5911,5911|5911|5911|5911|5911
0x202db0,5911,5911,5911,5911|5911|5911|5911|5911
0x202dc0,5911,5911,5911,5911|5911|5911|5911|5911
0x202dd0,5911,5911,5911,5911|5911|5911|5911|5911
0x202e80,5911,5911,5143,5911|5911|4887|5911|5911
0x202e90,4887,5911,5911,5911|5911|5911|5911|5911
0x202ea0,5911,5911,5911,5911|5911|5911|5911|5911
0x202eb0,5911,5911,5911,5911|5911|5911|5911|5911
0x202ec0,5911,5911,5911,5911|5911|5911|5911|5911
0x202ed0,5911,5911,5911,5911|5911|5911|5911|5911
0x202f80,5911,5911,5143,5655|5655|4887|5655|5655
0x202f90,4887,5655,5655,5399|5911|5911|5911|5911
0x202fa0,5911,5911,5911,5911|5911|5911|5911|5911
0x202fb0,5911,5911,5911,5911|5911|5911|5911|5911
0x202fc0,5911,5911,5911,5911|5911|5911|5911|5911
0x202fd0,5911,5911,5911,5911|5911|5911|5911|5911
0x203000,8,0,0,0|2124|0|4720|0
0x203030,0,0,61,41|20|15|0|0
0x203040,0,0,1356,0|4|0|126|0
0x203060,0,0,-1,-1|0|0|1|2
0x203070,3,4,5,6|1|8|9|10
0x203080,11,12,1,14|15|16|16|16
0x203090,19,20,21,22|23|21|25|26
0x2030a0,27,28,29,30|21|32|33|34
0x2030b0,35,36,37,38|39|4|5|6
0x2030c0,7,10,11,12|13|16|17|18
0x2030d0,21,24,27,29|31|34|36|38
0x2030e0,40,0,1,2|3|4|5|6
0x2030f0,7,8,9,10|11|6|7|12
0x203100,13,10,20,21|22|23|10|30
0x203110,9,10,31,32|33|34|35|36
0x203120,4,37,32,38|39|10|40|4
0x203130,41,42,0,1|2|3|4|5
0x203140,6,7,8,9|10|11|6|7
0x203150,12,14,10,20|21|22|24|10
0x203160,30,9,10,31|32|33|34|35
0x203170,36,4,37,32|38|39|10|40
0x203180,4,41,42,0|1|2|3|4
0x203190,5,6,7,8|9|10|11|6
0x2031a0,7,12,15,10|20|21|22|25
0x2031b0,10,30,9,10|31|32|33|34
0x2031c0,35,36,4,37|32|38|39|10
0x2031d0,40,4,41,42|0|1|2|3
0x2031e0,4,5,6,7|8|9|10|11
0x2031f0,6,7,12,16|10|20|21|22
0x203200,26,10,30,9|10|31|32|33
0x203210,34,35,36,4|37|32|38|39
0x203220,10,40,4,41|42|0|1|2
0x203230,3,4,5,6|7|8|9|10
0x203240,11,6,7,12|17|10|20|21
0x203250,22,27,10,30|9|10|31|32
0x203260,33,34,35,36|4|37|32|38
0x203270,39,10,40,4|41|42|0|1
0x203280,2,3,4,5|6|7|8|9
0x203290,10,11,6,7|12|18|10|20
0x2032a0,21,22,28,10|30|9|10|31
0x2032b0,32,33,34,35|36|4|37|32
0x2032c0,38,39,10,40|4|41|42|0
0x2032d0,1,2,3,4|5|6|7|8
0x2032e0,9,10,11,6|7|12|19|10
0x2032f0,20,21,22,29|10|30|9|10
0x203300,31,32,33,34|35|36|4|37
0x203310,32,38,39,10|40|4|41|42
0x203320,0,1,2,3|4|5|6|7
0x203330,8,9,10,11|6|7|12|9
0x203340,10,20,21,22|9|10|30|9
0x203350,10,31,32,33|34|35|36|4
0x203360,37,32,38,39|10|40|4|41
0x203370,42,0,1,2|3|4|5|6
0x203380,7,8,9,10|11|6|7|12
0x203390,19,10,20,21|22|29|10|30
0x2033a0,9,10,31,32|33|34|35|36
0x2033b0,4,37,32,38|39|10|40|4
0x2033c0,41,42,0,1|2|3|4|5
0x2033d0,6,7,8,9|10|11|6|7
0x2033e0,12,18,10,20|21|22|28|10
0x2033f0,30,9,10,31|32|33|34|35
0x203400,36,4,37,32|38|39|10|40
0x203410,4,41,42,0|1|2|3|4
0x203420,5,6,7,8|9|10|11|6
0x203430,7,12,17,10|20|21|22|27
0x203440,10,30,9,10|31|32|33|34
0x203450,35,36,4,37|32|38|39|10
0x203460,40,4,41,42|0|1|2|3
0x203470,4,5,6,7|8|9|10|11
0x203480,6,7,12,16|10|20|21|22
0x203490,26,10,30,9|10|31|32|33
0x2034a0,34,35,36,4|37|32|38|39
0x2034b0,10,40,4,41|42|0|1|2
0x2034c0,3,4,5,6|7|8|9|10
0x2034d0,11,6,7,12|15|10|20|21
0x2034e0,22,25,10,30|9|10|31|32
0x2034f0,33,34,35,36|4|37|32|38
0x203500,39,10,40,4|41|42|0|1
0x203510,2,3,4,5|6|7|8|9
0x203520,10,11,6,7|12|14|10|20
0x203530,21,22,24,10|30|9|10|31
0x203540,32,33,34,35|36|4|37|32
0x203550,38,39,10,40|4|41|42|0
0x203560,1,2,3,4|5|6|7|8
0x203570,9,10,11,6|7|12|13|10
0x203580,20,21,22,23|10|30|9|10
0x203590,31,32,33,34|35|36|4|37
0x2035a0,32,38,39,10|40|4|41|42
0x2035b0,0,0,0,0|0|0|0|5220
0x2035c0,0,0,0,0|0|1|0|4096
0x2035d0,3060,0,159,0|6|-50|-1|4096
0x2035e0,0,3072,3072,0|0|0|0|4096
0x2035f0,0,1024,0,0|0|0|0|4096
0x203600,0,3072,0,0|0|21|0|4096
0x203610,0,0,0,0|0|18|0|4096
0x203620,0,0,0,0|5|11|0|4096
0x203630,3084,0,2913,0|-6|-50|-1|4096
0x203640,1024,0,0,0|0|0|0|4096
0x203650,0,1024,3072,0|0|0|0|4096
0x203660,1024,0,1024,0|-21|0|0|4096
0x203670,3072,0,3072,0|0|-51|0|4096
0x203680,1024,0,4017,0|0|0|0|4096
0x203690,1024,0,4028,0|0|0|0|4096
0x2036a0,1024,0,4040,0|0|0|0|4096
0x2036b0,1024,0,4051,0|0|0|0|4096
0x2036c0,1024,0,4062,0|0|0|0|4096
0x2036d0,1024,0,4074,0|0|0|0|4096
0x2036e0,1024,0,4085,0|0|0|0|4096
0x2036f0,3026,3414,3118,0|-8|2|7|4096
0x203700,1058,3414,1150,0|-8|-2|7|4096
0x203710,0,3072,0,0|5|0|0|4096
0x203720,1024,0,79,0|0|0|0|4096
0x203730,1024,0,68,0|0|0|0|4096
0x203740,1024,0,56,0|0|0|0|4096
0x203750,1024,0,45,0|0|0|0|4096
0x203760,1024,0,34,0|0|0|0|4096
0x203770,1024,0,22,0|0|0|0|4096
0x203780,1024,0,11,0|0|0|0|4096
0x203790,0,3072,0,0|22|0|0|4096
0x2037a0,0,3072,0,0|13|-12|0|3435
0x2037b0,1024,0,3732,0|0|0|0|4096
0x2037c0,0,1024,2868,0|0|0|0|4096
0x2037d0,1024,0,1024,0|-12|-6|0|4096
0x2037e0,0,1012,3072,0|0|0|0|4096
0x2037f0,0,3084,898,0|-14|0|0|4096
0x203800,0,3072,0,0|13|12|0|3434
0x203810,0,1012,3277,0|0|0|0|4096
0x203820,1024,0,1024,0|-12|6|0|4096
0x203830,0,3072,3072,0|-14|0|0|4096
0x203840,1024,0,1229,0|-8|-3|1|4096
0x203850,0,1024,3072,0|8|0|0|4096
0x203860,0,0,0,0|0|0|0|4096
0x203870,64,0,2532,0|0|0|0|0
0x203880,61,41,20,10|0|0|0|0
0x203890,948,0,4,0|126|0|0|0
0x2038b0,-1,-1,0,0|1|2|3|4
0x2038c0,5,6,1,8|9|10|11|12
0x2038d0,1,14,15,16|16|16|19|20
0x2038e0,21,22,23,21|25|26|27|28
0x2038f0,29,30,21,32|33|34|35|36
0x203900,37,38,39,4|5|6|7|10
0x203910,11,12,13,16|17|18|21|24
0x203920,27,29,31,34|36|38|40|0
0x203930,1,2,3,9|10|18|28|36
0x203940,37,43,44,23|31|52|37|43
0x203950,53,63,73,37|43|79|37|43
0x203960,84,85,43,86|87|88|89|90
0x203970,37,43,95,43|96|9|97|43
0x203980,0,1,2,3|9|11|19|28
0x203990,36,38,43,45|24|32|52|37
0x2039a0,43,54,64,74|37|43|80|37
0x2039b0,43,84,85,43|86|87|88|89
0x2039c0,90,91,43,95|43|96|9|97
0x2039d0,43,0,1,2|3|9|12|20
0x2039e0,28,36,39,43|46|25|33|52
0x2039f0,37,43,55,65|75|37|43|81
0x203a00,37,43,84,85|43|86|87|88
0x203a10,89,90,92,43|95|43|96|9
0x203a20,97,43,0,1|2|4|9|13
0x203a30,21,29,36,38|43|47|26|34
0x203a40,52,37,43,56|66|76|37|43
0x203a50,81,37,43,84|85|43|86|87
0x203a60,88,89,90,92|43|95|43|96
0x203a70,9,97,43,0|1|2|5|9
0x203a80,13,22,30,36|40|43|48|27
0x203a90,35,52,37,43|57|67|74|37
0x203aa0,43,80,37,43|84|85|43|86
0x203ab0,87,88,89,90|91|43|95|43
0x203ac0,96,9,97,43|0|1|2|6
0x203ad0,9,13,23,31|36|41|43|49
0x203ae0,18,28,52,37|43|58|68|73
0x203af0,37,43,79,37|43|84|85|43
0x203b00,86,87,88,89|90|37|43|95
0x203b10,43,96,9,97|43|0|1|2
0x203b20,7,9,14,24|32|36|41|43
0x203b30,50,19,28,52|37|43|59|69
0x203b40,77,37,43,82|37|43|84|85
0x203b50,43,86,87,88|89|90|93|43
0x203b60,95,43,96,9|97|43|0|1
0x203b70,2,8,9,15|25|33|36|41
0x203b80,43,51,20,28|52|37|43|60
0x203b90,70,78,37,43|83|37|43|84
0x203ba0,85,43,86,87|88|89|90|94
0x203bb0,43,95,43,96|9|97|43|0
0x203bc0,1,2,7,9|16|26|34|36
0x203bd0,42,43,44,21|29|52|37|43
0x203be0,61,71,78,37|43|83|37|43
0x203bf0,84,85,43,86|87|88|89|90
0x203c00,94,43,95,43|96|9|97|43
0x203c10,0,1,2,5|9|17|27|35
0x203c20,36,40,43,44|22|30|52|37
0x203c30,43,62,72,77|37|43|82|37
0x203c40,43,84,85,43|86|87|88|89
0x203c50,90,93,43,95|43|96|9|97
0x203c60,43,3414,0,0|0|0|0|0
0x203c70,0,5220,0,0|0|0|0|1
0x203c80,0,4096,3072,0|0|0|6|-50
0x203c90,-1,4096,0,3084|2834|0|0|0
0x203ca0,0,4096,0,3084|2879|0|0|0
0x203cb0,0,4096,0,3084|2981|0|0|0
0x203cc0,0,4096,0,3072|3072|0|0|0
0x203cd0,0,4096,0,3072|3129|0|0|0
0x203ce0,0,4096,0,3072|3175|0|0|0
