offset,x,y,z,additional_values
0x1009f0,0,0,0,0|255|0|0|0
0x100a10,255,0,0,0|0|0|0|0
0x100a20,255,0,0,0|0|0|0|0
0x100a30,0,0,0,0|255|0|0|0
0x100a50,255,0,0,0|0|0|0|0
0x100a60,0,0,0,0|9254|9768|9511|9513
0x100a80,255,0,0,0|0|0|0|0
0x100a90,0,0,0,0|255|0|0|0
0x100ab0,255,0,0,0|0|0|0|0
0x100ac0,0,0,0,0|255|0|0|0
0x100ae0,255,0,0,0|0|0|0|0
0x100af0,0,0,0,0|255|0|0|0
0x100b10,255,0,0,0|0|0|0|0
0x100b20,255,0,0,0|0|0|0|0
0x100b30,0,0,0,0|255|0|0|0
0x100b50,255,0,0,0|0|0|0|0
0x100b60,0,0,0,0|9768|10279|9767|9513
0x100b80,255,0,0,0|0|0|0|0
0x100b90,0,0,0,0|255|0|0|0
0x100bb0,255,0,0,0|0|0|0|0
0x100bc0,0,0,0,0|255|0|0|0
0x100be0,255,0,0,0|0|0|0|0
0x100bf0,0,0,0,0|255|0|0|0
0x100c10,255,0,0,0|0|0|0|0
0x100c20,255,0,0,0|0|0|0|0
0x100c30,0,0,0,0|255|0|0|0
0x100c50,255,0,0,0|0|0|0|0
0x100c60,0,0,0,0|9513|10535|9253|9512
0x100c80,255,0,0,0|0|0|0|0
0x100c90,0,0,0,0|255|0|0|0
0x100cb0,255,0,0,0|0|0|0|0
0x100cc0,0,0,0,0|255|0|0|0
0x100ce0,255,0,0,0|0|0|0|0
0x100cf0,0,0,0,0|255|0|0|0
0x100d10,255,0,0,0|0|0|0|0
0x100d20,255,0,0,0|0|0|0|0
0x100d30,0,0,0,0|255|0|0|0
0x100d50,255,0,0,0|0|0|0|0
0x100d60,0,0,0,0|9513|10279|9765|9511
0x100d80,255,0,0,0|0|0|0|0
0x100d90,0,0,0,0|255|0|0|0
0x100db0,255,0,0,0|0|0|0|0
0x100dc0,0,0,0,0|255|0|0|0
0x100de0,255,0,0,0|0|0|0|0
0x100df0,0,0,0,0|255|0|0|0
0x100e10,255,0,0,0|0|0|0|0
0x100e20,255,0,0,0|0|0|0|0
0x100e30,0,0,0,0|255|0|0|0
0x100e50,255,0,0,0|0|0|0|0
0x100e60,0,0,0,0|9256|10277|10279|10276
0x100e80,255,0,0,0|0|0|0|0
0x100e90,0,0,0,0|255|0|0|0
0x100eb0,255,0,0,0|0|0|0|0
0x100ec0,0,0,0,0|255|0|0|0
0x100ee0,255,0,0,0|0|0|0|0
0x100ef0,0,0,0,0|255|0|0|0
0x100f10,255,0,0,0|0|0|0|0
0x100f20,255,0,0,0|0|0|0|0
0x100f30,0,0,0,0|255|0|0|0
0x100f50,255,0,0,0|0|0|0|0
0x100f60,0,0,0,0|9254|10024|9767|10533
0x100f80,255,0,0,0|0|0|0|0
0x100f90,0,0,0,0|255|0|0|0
0x100fb0,255,0,0,0|0|0|0|0
0x100fc0,0,0,0,0|255|0|0|0
0x100fe0,255,0,0,0|0|0|0|0
0x100ff0,0,0,0,0|255|0|0|0
0x101010,255,0,0,0|0|0|0|0
0x101020,255,0,0,0|0|0|0|0
0x101030,0,0,0,0|255|0|0|0
0x101050,255,0,0,0|0|0|0|0
0x101060,0,0,0,0|9512|9765|9255|10279
0x101080,255,0,0,0|0|0|0|0
0x101090,0,0,0,0|255|0|0|0
0x1010b0,255,0,0,0|0|0|0|0
0x1010c0,0,0,0,0|255|0|0|0
0x1010e0,255,0,0,0|0|0|0|0
0x1010f0,0,0,0,0|255|0|0|0
0x101110,255,0,0,0|0|0|0|0
0x101120,255,0,0,0|0|0|0|0
0x101130,0,0,0,0|255|0|0|0
0x101150,255,0,0,0|0|0|0|0
0x101160,0,0,0,0|9254|9255|9254|9509
0x101180,255,0,0,0|0|0|0|0
0x101190,0,0,0,0|255|0|0|0
0x1011b0,255,0,0,0|0|0|0|0
0x1011c0,0,0,0,0|255|0|0|0
0x1011e0,255,0,0,0|0|0|0|0
0x1011f0,0,0,0,0|255|0|0|0
0x101210,255,0,0,0|0|0|0|0
0x101220,255,0,0,0|0|0|0|0
0x101230,0,0,0,0|255|0|0|0
0x101250,255,0,0,0|0|0|0|0
0x101260,0,0,0,0|9254|9768|9511|9513
0x101280,255,0,0,0|0|0|0|0
0x101290,0,0,0,0|255|0|0|0
0x1012b0,255,0,0,0|0|0|0|0
0x1012c0,0,0,0,0|255|0|0|0
0x1012e0,255,0,0,0|0|0|0|0
0x1012f0,0,0,0,0|255|0|0|0
0x101310,255,0,0,0|0|0|0|0
0x101320,255,0,0,0|0|0|0|0
0x101330,0,0,0,0|255|0|0|0
0x101350,255,0,0,0|0|0|0|0
0x101360,0,0,0,0|9768|10279|9767|9513
0x101380,255,0,0,0|0|0|0|0
0x101390,0,0,0,0|255|0|0|0
0x1013b0,255,0,0,0|0|0|0|0
0x1013c0,0,0,0,0|255|0|0|0
0x1013e0,255,0,0,0|0|0|0|0
0x1013f0,0,0,0,0|255|0|0|0
0x101410,255,0,0,0|0|0|0|0
0x101420,255,0,0,0|0|0|0|0
0x101430,0,0,0,0|255|0|0|0
0x101450,255,0,0,0|0|0|0|0
0x101460,0,0,0,0|9513|10535|9253|9512
0x101480,255,0,0,0|0|0|0|0
0x101490,0,0,0,0|255|0|0|0
0x1014b0,255,0,0,0|0|0|0|0
0x1014c0,0,0,0,0|255|0|0|0
0x1014e0,255,0,0,0|0|0|0|0
0x1014f0,0,0,0,0|255|0|0|0
0x101510,255,0,0,0|0|0|0|0
0x101520,255,0,0,0|0|0|0|0
0x101530,0,0,0,0|255|0|0|0
0x101550,255,0,0,0|0|0|0|0
0x101560,0,0,0,0|9513|10279|9765|9511
0x101580,255,0,0,0|0|0|0|0
0x101590,0,0,0,0|255|0|0|0
0x1015b0,255,0,0,0|0|0|0|0
0x1015c0,0,0,0,0|255|0|0|0
0x1015e0,255,0,0,0|0|0|0|0
0x1015f0,0,0,0,0|255|0|0|0
0x101610,255,0,0,0|0|0|0|0
0x101620,255,0,0,0|0|0|0|0
0x101630,0,0,0,0|255|0|0|0
0x101650,255,0,0,0|0|0|0|0
0x101660,0,0,0,0|9256|10277|10279|10276
0x101680,255,0,0,0|0|0|0|0
0x101690,0,0,0,0|255|0|0|0
0x1016b0,255,0,0,0|0|0|0|0
0x1016c0,0,0,0,0|255|0|0|0
0x1016e0,255,0,0,0|0|0|0|0
0x1016f0,0,0,0,0|255|0|0|0
0x101710,255,0,0,0|0|0|0|0
0x101720,255,0,0,0|0|0|0|0
0x101730,0,0,0,0|255|0|0|0
0x101750,255,0,0,0|0|0|0|0
0x101760,0,0,0,0|9254|10024|9767|10533
0x101780,255,0,0,0|0|0|0|0
0x101790,0,0,0,0|255|0|0|0
0x1017b0,255,0,0,0|0|0|0|0
0x1017c0,0,0,0,0|255|0|0|0
0x1017e0,255,0,0,0|0|0|0|0
0x1017f0,0,0,0,0|255|0|0|0
0x101800,16,0,9,0|524|0|0|480
0x1018a0,-1,0,0,0|0|0|0|0
0x101a20,6425,6425,6425,6425|6425|6425|6425|6425
0x101a30,6425,6425,6425,6425|6425|6425|6425|6425
0x101a40,6425,6425,6425,4662|5140|5140|5140|5140
0x101a50,5140,5140,5140,5140|13842|13365|13877|4660
0x101a60,5909,5911,5911,5911|5911|5655|5654|5398
0x101a80,4626,4626,4626,4626|4626|4626|4626|4626
0x101a90,4626,4626,4626,4626|5911|5911|5911|5911
0x101aa0,5911,5911,5911,5911|5911|5911|5911|5911
0x101ab0,5911,5911,5911,5911|5911|5911|5911|5911
0x101ac0,5911,5911,5911,5911|5140|5140|5140|5140
0x101ad0,5140,5140,5140,5140|6939|7195|7452|7709
0x101ae0,7454,7196,6939,6939|6939|6939|6939|6939
0x101b20,6425,6425,6425,6425|6425|6425|6425|6425
0x101b30,6425,6425,6425,6425|6425|6425|6425|6425
0x101b40,6425,6425,6425,4662|5140|5140|5140|5140
0x101b50,5140,5140,5140,5140|13330|13366|13877|4661
0x101b60,5909,5911,5911,5911|5911|5654|5398|4628
0x101b80,4626,4626,4626,4626|4626|4626|4626|4626
0x101b90,4626,4626,4626,4626|5654|5654|5654|5654
0x101ba0,5911,5911,5911,5911|5911|5655|4627|4883
0x101bb0,4883,4882,5910,5911|5911|5911|5911|5911
0x101bc0,5911,5911,5911,5911|6939|5147|5147|7707
0x101bd0,7966,6932,7956,7967|6939|6939|7195|7452
0x101be0,7710,7454,7197,6940|6939|6939|6939|6939
0x101c20,6168,6168,6168,6168|6168|6168|6425|6425
0x101c30,6425,6425,6425,6425|6425|6425|6425|6425
0x101c40,6425,6425,6425,4662|5140|5140|5140|5140
0x101c50,5140,5140,5140,5140|4628|13621|13620|4662
0x101c60,5653,5911,5911,5911|5654|5141|4627|13842
0x101c80,4883,4883,4883,4883|4883|4883|4883|4883
0x101c90,4883,4883,4883,4883|4883|4883|4883|5396
0x101ca0,5654,5911,5911,5911|5911|4630|5908|5655
0x101cb0,5910,5143,5650,5911|5911|5911|5911|4887
0x101cc0,5911,5911,5911,5911|6939|5147|5147|6939
0x101cd0,7966,6932,7188,7967|4369|4369|4369|4369
0x101ce0,4369,4369,4369,4369|4369|4369|4369|4369
0x101d20,5911,5911,5911,5911|5911|5911|6424|6168
0x101d30,6168,6168,6168,6168|6168|6168|6168|6168
0x101d40,6168,6168,6168,4662|5140|5140|5140|5140
0x101d50,5140,5140,5140,5140|4628|13620|13620|13367
0x101d60,5394,5910,5655,5655|5398|4884|13842|13878
0x101d80,5140,5140,5140,5140|5140|5140|5140|5140
0x101d90,5140,5140,5140,5140|5911|5655|5654|4885
0x101da0,5139,5654,5911,5911|5911|4882|5655|4885
0x101db0,5395,5911,4627,5910|5911|5911|5911|4887
0x101dc0,5910,5911,5911,5911|6939|5138|5147|4626
0x101dd0,4626,6932,4626,7964|4883|4627|4626|4626
0x101de0,4626,4626,4626,4626|4626|4883|4883|4883
0x101e20,5911,5911,5911,5911|5911|6167|6425|5912
0x101e30,5911,5911,5911,5911|5911|5911|5911|5911
0x101e40,5911,5911,5911,4662|5140|5140|5140|5140
0x101e50,5140,5140,5140,5140|4628|13620|13619|13623
0x101e60,5138,5653,5910,5398|5141|4627|13878|13878
0x101e80,5398,5653,5654,5397|5140|5397|5397|5397
0x101e90,5397,5397,5397,5397|5911|5910|5911|5399
0x101ea0,4883,5396,5654,5911|5143|5138|5399|6675
0x101eb0,4890,5909,4628,5908|5911|5911|5911|5654
0x101ec0,5651,5911,5911,5911|5147|4626|4626|4626
0x101ed0,4626,4626,4626,7956|5140|5140|5140|4884
0x101ee0,4883,4883,4883,4883|5139|5140|5140|5140
0x101f20,5911,5911,5911,5911|5911|6167|6425|5912
0x101f30,5911,5911,5911,5911|5911|5911|5911|5911
0x101f40,5911,5911,5911,4662|5140|5140|5140|5140
0x101f50,5140,5140,5140,5140|4628|13620|13619|14134
0x101f60,4660,5396,5654,5142|4884|13842|13878|13878
0x101f80,5654,5654,5655,5398|5396|5653|5654|5397
0x101f90,5398,5653,5654,5910|5911|5909|5911|5655
0x101fa0,4883,5139,5397,5910|4887|5906|4886|7962
0x101fb0,5919,5651,4631,5907|5911|5911|5398|5140
0x101fc0,5651,5911,5911,5911|4635|4626|4626|4883
0x101fd0,4883,4626,4626,7954|5397|5141|5140|4884
0x101fe0,4883,4883,5140,5140|5140|5396|5397|5397
0x102020,5911,5911,5911,5654|5911|6167|6169|5912
0x102030,5911,5911,5911,5911|5911|5911|5911|5911
0x102040,5911,5911,5911,4662|5140|5140|5140|5140
0x102050,5140,5140,5140,5140|13075|13621|13364|14134
0x102060,4660,5139,5397,5140|4626|13878|13878|13878
0x102080,5654,5911,5398,5397|5397|5654|5655|5398
0x102090,5653,5910,5655,5911|5911|5397|5911|5398
0x1020a0,5139,4883,4883,5651|4631|5907|4886|7964
0x1020b0,6172,5651,4888,5906|4883|4883|4883|4883
0x1020c0,5395,5910,5911,5911|4635|4882|4883|5140
0x1020d0,5140,4883,4627,7954|5397|5397|5141|5140
0x1020e0,5396,5140,5140,4628|5394|5397|5397|5397
0x102120,5911,5911,5655,4884|5138|6167|6169|5911
0x102130,5911,5911,5911,5911|5911|5911|5911|5911
0x102140,5911,5911,5911,4662|5140|5397|5397|5397
0x102150,5397,5397,5397,4884|13330|13877|13365|13877
0x102180,5911,5911,5655,5398|5653|5911|5908|5655
0x102190,5653,5911,5911,5911|5911|5654|5397|4884
0x1021a0,5652,4885,5139,4884|4631|6164|5399|6675
0x1021b0,4888,5909,5144,5906|5651|5398|5141|4884
0x1021c0,5139,5909,5911,5911|4635|4883|5140|5140
0x1021d0,5140,5140,4883,7954|5654|5397|5141|5140
0x1021e0,5140,5138,5140,5396|5401|5397|5397|5654
0x102220,5911,5911,4629,6937|6425|6162|6169|5911
0x102230,5911,5911,5911,5911|4631|5911|5911|5911
0x102240,5911,5911,5911,4661|5653|5654|5911|5654
0x102250,5654,5398,5140,4627|13586|13878|13109|13877
0x102270,5397,5397,5397,5397|5397|5397|5397|5397
0x102280,5911,5911,5911,5655|5398|5910|5911|5911
0x102290,5910,4631,5911,5911|4883|4883|4883|4883
0x1022a0,5910,4886,5652,5143|4631|6676|6679|4885
0x1022b0,5395,5914,5146,5906|5911|5911|5655|4885
0x1022c0,4883,5651,5911,5911|4635|5139|5140|5140
0x1022d0,5140,5140,4884,7954|5654|5398|5397|4628
0x1022e0,4626,5145,5140,5396|4629|5397|5397|5654
0x102320,5911,5911,4628,5915|5911|6418|5912|5911
0x102330,5911,5911,5911,5911|6679|5911|5911|5911
0x102340,5911,5911,5911,4661|5396|5654|5654|5398
0x102350,4884,4626,4626,13363|13877|13878|13109|13620
0x102370,5397,5397,5397,5397|5397|5397|5397|5397
0x102380,5911,5911,5911,5910|5398|5910|5911|5911
0x102390,5911,7191,5911,5911|5653|4885|5653|4885
0x1023a0,5911,4887,5653,5655|4631|6676|6170|5654
0x1023b0,5654,6680,5146,5906|5911|5911|5911|4886
0x1023c0,4883,5395,5911,5911|4635|5139|5140|5397
0x1023d0,5397,5140,4884,7954|5398|5654|5397|5397
0x1023e0,6167,5397,5140,5397|5397|5397|5397|5911
0x102420,5911,5911,4884,6425|5911|6418|5912|5911
0x102430,5911,5911,5911,5911|5911|5911|5911|5911
0x102440,5911,5911,5911,13109|4882|5396|5141|4627
0x102470,5397,5397,5397,5397|5397|5397|5397|5397
0x102480,5654,5911,5911,5911|5655|5911|5911|5911
0x102490,5911,5911,5911,5655|5910|4886|5910|4886
0x1024a0,5911,4887,5910,5911|4631|5652|5146|5911
0x1024b0,5911,6676,5142,5906|5911|5911|5398|4883
0x1024c0,5139,5139,5910,5911|4635|5139|5396|5397
0x1024d0,5397,5141,4884,7698|5398|5654|5397|5397
0x1024e0,5397,5397,5141,5396|5397|5397|6165|5911
0x102520,5911,5911,5909,6420|4631|6169|5911|5911
0x102530,5911,5911,5911,5911|5911|5911|5911|5911
0x102540,5911,5911,5911,13365|4659|4626|4626|13074
0x102570,5397,5397,5397,5397|5397|5397|5397|5397
0x102580,5654,5911,5911,5911|5911|5911|5911|6167
0x102590,5911,5911,5911,5654|5911|4887|5911|4887
0x1025a0,5911,4887,5911,5911|4887|5395|4888|5911
0x1025b0,5911,6163,4885,5907|5911|5655|4884|5395
0x1025c0,5655,4883,5909,5911|5148|5139|5396|5397
0x1025d0,5397,5141,4884,7698|5654|5654|5397|5397
0x1025e0,5397,5397,5397,5397|5397|5653|6422|5911
0x102620,5911,5655,5142,5906|4631|6168|6167|5912
0x102630,5911,5911,5911,5911|5911|5911|5911|5911
0x102640,5911,5911,5911,13622|13365|13364|13621|13878
0x102670,5397,5397,5397,5397|5397|5397|5397|5397
0x102680,5654,5910,6167,6167|5911|4631|5911|6168
0x102690,6168,5911,5655,5654|5911|4887|5911|4887
0x1026a0,5911,4887,5911,5911|4887|4882|5651|5911
0x1026b0,5911,4886,4627,5907|5911|5397|4883|5909
0x1026c0,5911,4883,5909,5911|5150|5139|5397|5654
0x1026d0,5654,5397,4884,7700|5654|5654|5398|5397
0x1026e0,5654,5654,5398,5653|5397|5398|5913|5911
0x102720,5143,4883,4882,4884|4626|4626|4626|5652
0x102730,5911,5911,5911,5911|5911|5911|5911|5911
0x102740,5911,5911,5911,13879|13622|13621|13622|13877
0x102770,5397,5397,5397,5397|5397|5397|5397|5397
0x102780,5654,5910,6167,6424|5912|7191|6168|6425
0x102790,6426,6168,5655,5655|5909|4885|5909|4885
0x1027a0,5909,4885,5909,5909|5143|4626|5911|5911
0x1027b0,5911,5655,4626,5908|5911|5399|5653|5911
0x1027c0,5911,4885,5909,5911|5151|5140|5653|5654
0x1027d0,5654,5398,5140,7700|5654|5655|5654|5654
0x1027e0,5654,5911,5654,5654|5654|6422|5655|5911
0x102820,6419,7708,6427,6930|4633|6942|6169|4632
0x102830,5910,5398,5910,5911|5911|5911|5911|5911
0x102840,5911,5911,5911,14135|13879|13877|13623|13364
0x102870,5397,5397,5397,5397|5397|5397|5397|5397
0x102880,5654,6167,6168,6681|6168|6168|6167|6681
0x102890,6683,6425,5912,5655|5398|4886|5398|4886
0x1028a0,5398,4886,5398,5654|5399|4882|5910|5912
0x1028b0,6167,5655,4627,5909|5911|5911|5911|5911
0x1028c0,5911,5655,5911,5911|5150|5396|5653|5654
0x1028d0,5654,5398,5141,7700|5911|5911|5655|5654
0x1028e0,5911,5911,5654,5398|5911|5910|5910|5654
0x102920,6683,5911,5911,6930|4631|5913|5911|5399
0x102930,5906,4630,5906,5911|5911|5911|5911|4631
0x102940,5911,5911,5912,14135|13878|13621|13623|13364
0x102970,5397,5397,5397,5397|5397|5397|5397|5397
0x102980,6167,6424,6681,6939|6682|6425|6424|6938
0x102990,6939,6426,6425,5912|5909|4885|5909|4885
0x1029a0,5909,4885,5909,5909|5399|4882|5910|4887
0x1029b0,5907,5655,4627,5909|5911|5911|5911|5911
0x1029c0,5911,5911,5911,5911|5150|5396|5654|5911
0x1029d0,5911,5654,5141,7444|5911|5911|5911|5911
0x1029e0,5911,5911,5911,5911|5656|5910|5911|5655
0x102a20,5913,6423,5912,6418|4633|6167|6169|5655
0x102a30,5906,4629,5906,5911|5911|5911|5911|6679
0x102a40,5911,5911,5912,13879|13622|13620|13623|13365
0x102a70,5397,5397,5397,5397|5397|5397|5397|5397
0x102a80,6167,6168,6424,6424|6168|6424|6425|6169
0x102a90,6168,6168,6168,6168|5911|4887|5911|4887
0x102aa0,5911,4887,5911,5911|5655|4882|5653|5907
0x102ab0,4887,5398,4627,5910|5911|5911|5911|5911
0x102ac0,5911,5911,5911,5911|5150|5396|5910|5911
0x102ad0,5911,5654,5141,7444|5911|5911|5911|5911
0x102ae0,5907,5911,5911,5911|5398|5653|5911|5911
0x102b20,5911,4632,4626,6418|4633|4626|6418|5912
0x102b30,5138,6931,5913,5911|5911|5911|5911|5911
0x102b40,5911,6167,5912,13879|13365|13363|13878|13365
0x102b70,5397,5653,5397,5397|5397|5397|5397|5397
0x102b80,5911,5911,6168,6167|5912|6167|6168|5912
0x102b90,5911,5911,5911,5655|5911|4887|5911|4887
0x102ba0,5911,4887,5911,5911|5655|4626|5397|5908
0x102bb0,5143,5397,4626,5910|5911|5911|5911|5911
0x102bc0,5911,5911,5911,5911|5151|5396|5910|6168
0x102bd0,4626,5655,5141,7444|6167|6168|5911|5911
0x102be0,5913,5911,5911,5655|5398|5653|5912|5911
0x102c20,6167,4626,4626,5906|4631|4626|4626|5913
0x102c30,4626,5915,5911,5911|5911|5911|5911|5911
0x102c40,5911,6423,5912,13622|13108|13330|13877|13365
0x102c70,5653,5397,5397,5397|5397|5397|5397|5397
0x102c80,5654,5910,5911,5655|5654|5911|5911|5911
0x102c90,5654,5910,5911,5654|5911|4887|5911|4887
0x102ca0,5911,4887,5911,5911|5655|4627|4885|5652
0x102cb0,5142,5395,4882,5911|5911|5911|5911|5911
0x102cc0,5911,5911,5911,5911|5151|5396|5910|4632
0x102cd0,4626,5655,5141,7188|6168|6163|6168|5912
0x102ce0,5911,6168,6168,5908|5654|5398|6167|5912
0x102d20,6167,4635,4626,5650|4630|4626|6930|5912
0x102d30,6418,5911,5911,5911|5911|5911|5911|5911
0x102d40,5911,6424,5911,13365|4659|13074|13621|13109
0x102d70,5654,5654,5653,5397|5397|5397|5397|5397
0x102d80,5399,5653,5910,5398|5397|5654|5655|5654
0x102d90,5398,5654,5654,5398|5909|4885|5909|4885
0x102da0,5909,4885,5909,5909|5911|4628|5138|5654
0x102db0,5654,4628,5138,5911|5911|5911|5911|5911
0x102dc0,5911,5911,5911,5911|5151|5653|5911|4633
0x102dd0,4626,5655,5397,7188|6168|6170|6168|6168
0x102de0,6167,6168,6168,5914|5654|5142|6168|6168
0x102e20,5911,7448,6940,5906|4631|7195|6172|5911
0x102e30,6162,5911,5911,5908|5911|5911|5911|5911
0x102e40,5911,6169,5911,13108|4626|4626|13620|13108
0x102e70,5911,5655,5398,5398|5397|5396|5397|5397
0x102e80,5397,5397,5397,5397|5397|5653|5654|5397
0x102e90,5397,5397,5397,5397|5398|4886|5398|4886
0x102ea0,5398,4886,5398,5654|5911|4629|5138|5653
0x102eb0,5398,4628,5394,5911|5911|5911|5911|5911
0x102ec0,5911,5911,5911,5911|5151|5653|5911|4634
0x102ed0,4626,5913,5398,6932|6425|6424|6169|6168
0x102ee0,6168,6168,6425,6168|5398|4885|6425|6168
0x102f20,5911,5911,5911,5906|4631|5911|6168|5911
0x102f30,6162,5911,6679,5913|5911|5911|5911|5911
0x102f40,6167,6169,5911,4660|4626|4627|13620|13108
0x102f60,4658,5652,4628,5909|5655|6674|5655|5653
0x102f70,5911,5911,5654,5398|5397|5397|5397|5397
0x102f80,5140,5140,5140,5140|5140|5140|5397|5140
0x102f90,5140,5140,5140,5140|5909|4885|5909|4885
0x102fa0,5909,4885,5909,5909|5911|4630|5138|5397
0x102fb0,5397,4628,5650,5911|5911|5911|5911|5911
0x102fc0,5911,5911,5911,5911|5151|5653|5911|4634
0x102fd0,4626,5914,5398,6932|6681|6681|5913|6169
0x102fe0,6425,6425,6425,6422|5397|4884|6425|6168
0x103020,5911,4632,4626,5650|4630|4626|6162|5912
0x103030,6162,5911,5911,5911|6167|5654|5911|5911
0x103040,6423,5912,5910,4626|4882|4627|13364|13107
0x103060,4882,5653,4627,5910|5655|6674|5912|5654
0x103070,5911,6168,5911,5654|5397|5397|5141|5397
0x103080,4883,4883,4883,4883|4883|4883|4883|4883
0x103090,4883,4883,4883,4883|5911|4887|5911|4887
0x1030a0,5911,4887,5911,5911|5911|4630|5138|5140
0x1030b0,5140,4628,5650,5911|5911|5911|5911|5911
0x1030c0,5911,5911,5911,5911|5151|5909|5911|4634
0x1030d0,4626,5914,5398,6932|6682|6682|5401|6681
0x1030e0,6681,6682,6682,6681|4885|4884|6426|6425
0x103120,6935,4626,4626,5394|4629|4626|4626|5913
0x103130,6418,5911,5911,5911|5656|5396|5911|5911
0x103140,6424,5656,5911,4626|5138|4883|13107|13363
0x103160,5141,5910,4882,5910|5655|6163|5913|5653
0x103170,5910,6168,5912,5655|5398|5397|5397|5397
0x103180,4626,4626,4626,4626|4626|4626|4626|4626
0x103190,4626,4626,4626,4626|5911|4887|5911|4887
0x1031a0,5911,4887,5911,5911|5911|4631|5138|5140
0x1031b0,5140,4628,5906,5911|5911|5911|5911|5911
0x1031c0,5911,5911,5911,5911|5151|6677|4626|4626
0x1031d0,4626,4626,5398,6932|6682|6683|6677|6425
0x1031e0,6682,6683,6681,6682|5145|4627|6682|6681
0x103220,6167,4635,4626,4882|4628|4626|6930|6168
