offset,x,y,z,additional_values
0x9018e0,4900,-3998,65,-3838|782|7936|12241|3810
0x9018f0,-7871,-4066,34,5151|7389|7379|-3103|-4559
0x901950,286,-4301,50,4947|20|25588|20657|-14782
0x901960,-3251,101,18,10649|-21434|4080|24240|17935
0x9019b0,1042,8192,0,8769|-3599|0|4111|-8433
0x9019e0,7745,-3392,0,8258|-12336|16127|-12304|-1074
0x901a20,-7983,7439,0,-2848|-4588|13552|3169|8924
0x901a30,528,-47,0,4333|-7694|15389|-15408|15378
0x901ab0,8170,-6892,0,-4431|16944|4129|-4081|21009
0x901af0,3072,239,17,-8428|7678|-6637|2350|16939
0x901b30,7937,46,50,-6442|20769|4473|4373|8928
0x901b40,4130,3600,34,4885|-16145|8943|7010|-27654
0x901b90,-512,-3103,1,21057|-11792|7169|-11729|-47
0x901ba0,7915,-4110,1,7438|-7393|4065|29|17171
0x901bb0,-496,996,1,8787|16926|12593|-7932|545
0x901bc0,5106,2317,17,-15601|3826|-10770|4099|3613
0x901c00,36,1089,18,16652|8703|-8494|-7902|-224
0x901c40,1007,4334,18,-8973|-4320|-11984|781|12495
0x901c50,-4621,-7887,50,-7664|524|239|-3884|7922
0x901cc0,508,-544,67,17104|-11987|254|13008|-16801
0x901cd0,6658,-3281,19,9533|8994|-3860|8479|22100
0x901cf0,-3281,4064,51,-6677|-8148|3808|479|-8161
0x901d00,4337,4289,51,-19685|20018|4820|-7638|28211
0x901d50,4800,4298,51,-1024|238|255|4692|-47
0x901e30,-465,-7969,50,-11235|4607|4289|9469|15906
0x901e50,-7426,494,50,12001|4591|7664|-748|-3854
0x901e60,-207,-4030,51,-19185|-2947|26111|17374|16909
0x901e80,751,-8147,50,8685|4337|13054|11730|17
0x901e90,-240,-4284,50,528|-11727|4895|5102|4896
0x901ea0,8189,4320,51,20958|-801|-3598|-5153|-13005
0x901ec0,257,-4092,51,4402|-7630|-11728|5136|-15825
0x901f10,-1018,-4078,51,-15803|51|750|-3011|8207
0x901f50,4878,512,51,235|12254|16607|-1329|-9230
0x901f90,-3598,-4863,51,3650|-11727|-12225|4893|768
0x901fd0,4589,1086,52,4318|12990|4832|-1279|-4607
0x902030,-1,-3874,54,-7683|-16882|-7734|21500|19715
0x902050,-2717,-7713,70,8332|21010|-9195|7850|12883
0x902060,-4623,3791,54,-4063|-3553|17458|12849|8192
0x902080,527,-4112,55,-13640|13086|-3531|-4389|24863
0x9020a0,579,-4626,56,25613|9060|-17422|4862|4625
0x9020e0,0,0,1792,30583|30583|30583|30583|30583
0x902100,0,0,1060,-528|2|-7121|8222|8385
0x902110,241,-7649,48,0|-4096|12048|17357|16573
0x902120,479,-4050,18,16398|4098|4626|8976|3296
0x902190,-4096,-4080,20,24372|11699|-4080|526|4336
0x9021a0,8177,0,53,-14786|-6310|-15810|-12987|11062
0x9021b0,496,-7953,37,-8942|3364|-8176|-12224|4383
0x9021c0,240,497,21,7953|-4078|-11731|-21660|-12494
0x9021f0,4622,747,34,7936|8432|4320|16626|-6885
0x902250,-573,3092,17,7971|-767|-5102|-4080|255
0x902260,1039,829,0,8720|8722|8738|8994|1057
0x902270,-7121,335,17,15586|-12542|-17324|-8670|-255
0x902290,5085,-2803,17,-7348|272|1|-1023|3540
0x9022a0,3824,-272,0,-8740|-530|12035|12546|8720
0x9022b0,4369,240,17,19938|4337|-4336|3108|3860
0x9022e0,-7890,286,17,-3795|543|-3856|15634|20148
0x9022f0,3823,-7937,17,-241|3824|-3823|-3281|-3793
0x902320,-3570,-7906,1,9245|12047|5361|5182|-6577
0x902340,-4543,3857,17,6964|-4076|224|-8178|-4607
0x902350,-511,-4096,17,-3826|-11728|-206|11539|497
0x902360,4336,4575,18,-18629|-11414|-7892|-7665|8480
0x902430,-242,3330,19,24021|4085|-16538|7745|-1261
0x902450,527,-3538,18,-7363|30|-5102|-8428|-240
0x902530,4321,3842,20,8688|4573|767|240|4097
0x902550,15,1,298,-26009|8059|-3825|4337|3871
0x902560,-3599,7952,1792,30583|30583|30583|30583|30583
0x902580,0,0,1093,-17440|8209|-2511|19709|12720
0x9025a0,-3586,31,66,16128|7951|4594|4623|15855
0x9025b0,1010,524,17,4064|4080|-241|240|3855
0x9025c0,-6848,4876,49,-10466|4702|4657|8979|8738
0x902610,-4096,0,20,7171|-4687|-3603|4367|8209
0x902630,8191,-7937,38,-13020|7715|-4336|-7330|12046
0x902640,242,497,37,3841|3857|-11987|-9434|-239
0x902690,-7695,7937,17,-2|4094|-3600|4351|12289
0x9026b0,4816,-4078,17,288|3359|-7474|288|31
0x9026c0,15,-16,17,-4863|274|305|4385|-4351
0x9026e0,-3839,4112,17,-11762|-15603|-162|-543|-7648
0x9026f0,-8126,-4097,17,-241|-3856|-481|8146|-3584
0x902700,-8178,5150,50,8044|1232|-3044|-3237|9010
0x902730,3871,31,21,3332|-17709|-4406|236|8193
0x902750,4336,-4081,39,-20910|49|-12271|1613|8414
0x902760,3858,4097,70,1|17|-7636|-21644|-8160
0x902780,-2755,-3046,68,4109|-4080|-3554|7982|4351
0x9027b0,-3856,7711,67,-3|-7442|-12513|239|24770
0x9027e0,31,3343,35,-1308|-11963|-12236|34|-8719
0x9027f0,-5103,301,67,-1|1280|8464|4379|1023
0x902800,-3582,753,18,-242|-15876|4352|-8961|318
0x902850,274,15,69,16595|-16355|17|4096|7936
0x902860,-4096,-4095,38,4431|-242|-7950|-511|12498
0x902870,-7923,-7710,40,6708|13474|-12707|16255|12227
0x9028a0,-4547,-8174,35,-4095|7937|4336|-3344|13042
0x9028e0,7953,752,18,-20179|-9217|4605|-2785|8001
0x902900,7137,4306,35,23060|24501|7873|19123|4754
0x902930,3825,-16,17,3584|12241|511|-8162|-7889
0x902940,320,256,18,-2565|-6836|320|288|-750
0x902950,-1342,-848,17,-257|3599|12033|24004|20643
0x902970,4096,0,21,275|4624|4860|-3843|-12273
0x902980,-225,31,71,-3346|-12815|-13500|-8910|-16273
0x9029c0,4351,8176,67,8194|-3282|17363|8222|4083
0x902a10,4833,255,34,12272|15600|-11534|3919|8674
0x902a20,-3841,-510,35,-3042|-3590|-15357|-7827|23347
0x902a40,-3825,-4065,18,7907|3809|4063|7182|8368
0x902a60,-7871,4116,17,3585|225|4079|-2|239
0x902a80,-4096,-1,22,-11323|9250|13139|13091|9791
0x902aa0,7683,-4832,39,-158|-481|-7855|4367|12034
0x902ac0,-816,-4128,36,8417|-16113|-11968|-11489|-7093
0x902ad0,-3314,540,21,3603|4861|255|4591|3825
0x902ba0,257,-4114,18,19732|4612|-4079|-4541|3602
0x902bd0,4651,239,18,24321|8643|-4609|-4338|-1246
0x902c10,4148,241,17,4383|-7920|7487|4082|12016
0x902c20,721,-3812,18,12286|-28114|2628|467|12098
0x902c40,576,3875,18,7426|4367|12531|8400|-7156
0x902c50,63,-8178,19,-16342|15702|-11708|-21726|7392
0x902c60,4064,3057,34,239|7713|452|4351|12558
0x902c80,-4034,-7886,18,-8431|-4062|11779|11779|-513
0x902ca0,-3567,82,19,24371|278|786|7953|20241
0x902cb0,273,-4095,35,481|-12272|7441|12513|-7907
0x902cf0,287,-3103,20,-1457|3667|4834|19889|-8210
0x902d00,813,7968,19,-206|3843|8464|4321|1265
0x902d20,529,-4319,51,7987|11556|12517|-3297|3359
0x902d40,7680,3332,36,-3359|9199|-5286|-17595|-461
0x902d60,-3810,-700,36,7682|12022|26031|-19475|23299
0x902d90,3859,-3059,52,16450|17169|4910|4574|-16450
0x902e00,7948,3857,36,-7723|0|286|-7425|12319
0x902e70,-4609,3840,36,4351|-4592|-12032|11539|21199
0x902e80,-7173,-8162,20,-254|16866|8671|-4130|7695
0x902ea0,-462,-5328,20,-11989|780|-202|-8462|-7585
0x902f10,3853,-7940,36,-16064|4321|-434|13297|959
0x902f30,4143,4110,20,28609|13298|-3551|-4815|3892
0x902f40,4594,-3841,21,-19683|-479|7443|8740|-576
0x902f80,4893,-2246,21,5594|-7904|-6801|8494|-9456
0x902fd0,-8146,-4081,21,12372|8207|-6625|8257|16319
0x903040,-7905,49,36,7682|16114|-7441|-8402|-735
0x903060,-7666,3887,37,3646|11536|13490|-3285|-8116
0x9030a0,3360,974,69,-5120|-3357|8204|-737|-8191
0x9030b0,7637,-5038,37,-3342|-4560|-7618|-15362|-3567
0x9030e0,5325,-498,21,-9472|-9489|-4913|7888|24772
0x903120,720,4126,21,-4096|3870|8196|16|12033
0x903160,3581,-18,22,12836|3536|-493|7934|-16127
0x903170,253,4909,38,-7426|-12030|4371|16415|4399
0x9031e0,7951,4336,21,-9008|-8468|3854|-7392|-3775
0x903220,-4130,-7921,37,12031|16082|1008|317|-736
0x903240,-4334,7717,38,23508|3793|-6882|3583|20162
0x903290,-4082,-256,22,-5083|11697|18158|9979|-4065
0x9032a0,48,-4364,37,16832|8942|3629|7954|11792
0x9032c0,-8191,-7695,38,12033|3088|-16076|7487|8641
0x903310,-4097,7936,39,-3533|-2786|-3301|-8163|11794
0x903340,3855,3632,71,-2576|287|-3582|12048|7952
0x903370,-2847,3856,23,15634|-3840|-305|-3601|-3841
0x903390,-4813,7171,24,3761|-3873|-13235|11797|-4095
0x9033c0,4321,-194,24,-2530|-6579|-11410|-8097|-1
0x9033d0,3550,4078,40,29|-11987|-8174|15408|4320
0x9033e0,-7996,-4348,24,7690|-8758|-4688|-527|16161
0x9033f0,4132,4676,25,5456|-241|7857|-8420|-7726
0x903420,1050,-5392,73,-6974|-3795|240|-11970|12017
0x903430,3586,-3088,26,4641|-4815|-8719|-9025|7870
0x903440,-2,588,26,-3774|4373|19987|3842|-3857
0x903460,0,0,1792,30583|30583|30583|30583|30583
0x903480,0,0,1092,447|11581|-3826|4097|4593
0x903490,4112,7952,34,3840|-3856|12528|8908|4606
0x9034f0,-6658,732,19,3788|-4114|4096|8721|8737
0x903510,4114,-3599,71,15735|8480|-7183|-11550|-31
0x903520,-18,-4099,73,-21303|-17220|-12867|-788|3340
0x903530,7710,4352,73,4368|8465|8722|13106|17234
0x903590,7003,-268,67,24516|-11042|-272|-48|-515
0x9035a0,-3549,-4387,35,240|16399|5662|5217|3770
0x9035b0,5154,-4289,35,4082|15|-7878|-3840|-3341
0x903600,-4114,3326,34,-19218|15154|496|-11745|16131
0x903610,-7169,3873,67,24322|13040|319|15891|-6734
0x903640,-6897,4082,35,1|6926|-16164|13504|11794
0x903650,4109,4594,35,8944|4671|-222|-3344|-8578
0x9036f0,4592,466,67,-193|16|-11523|3839|4321
0x903700,-7997,497,67,13536|12107|497|-11999|-8143
0x903760,3797,-4334,67,-4320|-7919|-3824|-11730|47
0x903770,736,-4529,35,4277|17904|-7638|29|-4094
0x903790,-4575,3330,20,11539|7348|17103|1071|-7634
0x903830,-7967,-4322,18,-4048|-8416|30|9248|12526
0x903850,-269,-3790,33,-3856|1023|-7935|-8177|4880
0x903880,4112,4368,50,7951|-4349|-12237|-7888|-3042
0x9038a0,-3518,-3551,34,4653|-3634|-7662|-209|4911
0x9038c0,1308,4622,50,12492|20173|7410|3379|-7611
0x9038e0,-3828,4538,50,4607|8175|3042|-4591|-20945
0x903920,-3279,-3842,35,29390|-4076|7900|580|-3553
0x903930,7917,5186,51,16917|4131|-4368|-21536|-16660
0x903950,-3872,-493,36,16653|-17354|508|546|-8448
0x903a60,-3807,-291,36,208|16895|16094|3331|3843
0x903aa0,290,-3792,35,-7920|-20447|-6608|13818|21437
0x903ad0,-526,-4845,35,-12508|-15568|-2770|4365|3584
0x903ae0,-253,4096,19,16079|3281|-8719|-7889|-7907
0x903af0,-3842,3873,20,-8158|17439|21456|20944|-3566
0x903b30,-7650,-6899,36,-7411|3840|4337|-3839|496
0x903b40,4576,-8145,37,-1278|-7633|-7078|559|1293
0x903be0,4352,-3856,69,-8192|4366|-12335|5104|-4830
0x903bf0,-4338,1312,37,303|12253|4897|3823|20752
0x903c00,-4399,-463,69,8737|-16687|4927|-254|-3842
0x903c10,559,-4351,53,3787|221|3601|-304|-16639
0x903c40,5167,-4353,36,4352|-7678|-4851|16673|-4368
0x903c70,-7904,3325,36,11779|-16384|9004|4849|-4626
0x903ca0,-4606,7680,37,4689|4060|17933|-32|11968
0x903cf0,-19,3837,68,-288|4927|223|8944|19967
0x903d00,-4621,2,52,-4269|305|-3537|-3025|8719
0x903d50,-7902,-4083,70,-1001|9487|-8196|5201|2527
0x903db0,8160,3074,22,-17102|4943|4878|4590|4078
0x903e70,-4149,-3892,56,220|4607|11997|3539|-4637
0x903ec0,4333,-4365,41,8703|513|16349|3810|3333
0x903ef0,-4351,-241,75,1072|-7957|25309|-4078|-1054
0x903f00,4638,-4319,44,7374|-1473|-4017|-3505|-3070
0x903f20,483,-8178,44,4113|3583|-3585|3633|-19745
0x903f40,-7937,-7711,28,-512|-3873|3599|-7953|208
0x903f50,3824,3869,265,-4370|-4114|-4113|-4113|-28193
0x903f60,0,0,1792,30583|30583|30583|30583|30583
0x903f80,0,0,1068,0|16144|4576|12513|7951
0x903f90,-8176,3858,72,0|3856|240|543|12851
0x904060,-2,4593,69,4880|-3808|-15|4127|273
0x9040e0,-15,-4914,67,12558|9011|2|-12802|-3875
0x904140,4128,-3824,21,-4096|-1|-2|-256|8735
0x904180,851,-3791,52,3836|17697|12801|-305|16926
0x904210,256,32,70,7952|0|0|7936|271
0x904230,4338,-800,52,8975|36|-8704|12270|8786
0x904240,-7679,-4626,53,26161|4354|-17457|29196|326
0x9042b0,4661,-4351,53,-9813|13683|-3806|-21540|26141
0x9042d0,4589,4573,21,16626|-4891|-544|18|-255
0x9042f0,4895,-4335,71,-3872|3598|3840|-4096|0
0x904310,832,-3024,53,13582|13310|16813|16320|15314
0x904350,4165,4725,69,-21186|1631|-7906|22026|4560
0x9043b0,-210,273,71,3681|3600|3854|255|-241
0x904410,-30,-2788,37,-483|7764|20688|-4160|-6613
0x904420,-722,7750,37,20703|-8000|-2755|3598|-971
0x904440,-6546,-993,69,3079|25807|-7954|-15505|7166
0x904490,-4046,7936,70,-1100|9709|-11780|-140|19712
0x9044a0,3779,1582,70,-12005|-17085|19935|8673|5393
0x904510,-308,7902,70,25921|-8141|-13105|224|13090
0x9045d0,-4659,-3824,71,30016|-12539|8702|4095|-8448
0x9045f0,4897,-304,71,4337|13088|3891|-8977|13052
0x904600,4403,-274,71,7934|25666|275|-17457|252
0x904650,-4640,-4643,70,4593|4642|-7885|-8466|-4097
0x904670,-4611,-7950,70,4128|4914|-16382|-19|16637
0x9046d0,274,-4367,70,-4624|4607|8721|4929|-8723
0x9046f0,-4352,-499,70,8429|8754|8994|-13360|3806
0x904710,-3603,465,70,275|12544|-4828|-4387|4336
0x904730,4353,-3293,70,7951|289|-52|4336|13090
0x904760,-8175,-3843,39,5971|-4178|-8209|21163|21574
0x9047c0,-4319,-4404,70,1|17681|3874|-13091|12541
0x9047e0,-289,-32,38,11997|16980|-4574|-4657|32
0x9047f0,4896,-223,71,4075|4591|17168|13346|-17215
0x904810,-4351,7883,38,1|1|4130|-11996|-4353
0x904830,-5152,67,71,-4047|288|1103|-35|4060
0x9048a0,7616,-478,71,-12030|-4079|-7647|509|-3856
0x9048c0,4625,4095,71,4386|4175|-12819|-3824|29711
0x9048d0,-4060,-4644,40,7371|17220|17458|-21602|8715
0x9048f0,-595,-34,72,4128|24850|-13019|13050|3602
0x904970,1636,-8160,71,7630|4611|4607|-4591|528
0x904980,-543,273,71,17408|-8928|8141|20255|17187
0x904990,-273,-4354,71,4369|-512|593|4126|-8161
0x9049b0,-4626,4606,72,-3758|8992|4129|-7919|-342
0x904a00,-31,3820,72,8755|17204|-17215|7646|224
0x904a40,4398,4354,40,560|3549|4352|12561|7905
0x904aa0,-3825,203,72,4672|8467|-8734|4080|4848
0x904ab0,-7853,13,40,-513|13343|4608|-4351|8175
0x904ac0,7665,4370,41,-12269|-20142|-4594|-3600|22029
0x904af0,-3871,-3824,41,-12511|-254|7952|5166|-3842
0x904b10,4336,1138,41,3852|-722|21006|8403|-3856
0x904b80,3534,-16,73,-462|-8156|-4593|5695|-4049
0x904ba0,-8160,-8162,41,1583|494|8639|12768|20466
0x904bb0,-4588,-1009,73,-8397|-12255|-3040|-3552|8685
0x904bd0,-3538,833,73,-8211|12798|17153|8163|7919
0x904c00,5184,254,73,4845|13042|3808|-481|529
0x904c10,-3788,-4577,74,-22|13887|17697|8176|3854
0x904c30,-3841,-4626,74,4606|16658|8741|-288|-33
0x904c50,-4672,3838,74,546|1365|-4064|-8721|13021
0x904d90,7682,-3584,44,270|16705|4917|-273|3308
0x904db0,977,4833,44,287|8468|-4080|7936|12334
0x904de0,7967,7967,1792,30583|30583|30583|30583|30583
0x904e00,0,0,1068,7680|12321|-3566|-3597|23857
0x904e70,-3041,-3839,72,-577|-8260|-723|12000|-18995
0x904e90,-4115,-4595,71,8675|-12260|-4368|4833|8271
0x904ea0,3857,-3647,71,15951|21045|-2587|11022|4319
0x904eb0,-7439,-5586,39,-3890|4607|12369|1301|-7117
0x904f40,-7680,-7934,71,15409|-11744|-7677|11508|-1221
0x904f60,-3855,7485,71,-7232|-4083|61|546|-7679
0x904f90,4592,4111,72,-3374|24674|13347|1268|15616
0x905010,-7679,4098,21,-4112|-4626|-259|-256|-12580
0x905030,-6641,4403,35,7728|433|-741|-3600|8210
0x905060,224,7999,68,14023|4370|-9698|-11883|19229
0x905100,-7905,-7454,67,3631|-4324|-3359|4368|321
0x905110,7426,-3648,35,-5108|4337|4112|11823|1459
0x905130,-7183,-6956,67,-1414|-3664|4863|-3504|4101
0x905150,-721,400,67,11820|4143|-2349|11853|4142
0x905160,-7695,-4819,66,-3856|-3343|3649|-3613|-4096
0x905170,7440,481,67,7710|12077|9172|15905|3614
0x9051a0,452,7469,67,4110|9413|12048|-12017|16081
0x9051c0,8178,7967,67,-15584|484|19775|-16384|8148
0x9051d0,3373,-7231,67,31765|-4051|-3358|23793|28
0x9051f0,3389,-7679,68,15906|-3809|-12|10830|-16114
0x905220,-3569,16,74,16371|11531|-19218|20|15471
0x905260,0,0,1065,8432|4095|241|7695|-13803
0x9052a0,-270,4349,37,-8430|4112|3855|-4605|8751
0x9052c0,3295,3825,37,4624|12781|-4622|-3280|-10948
0x905300,4098,-767,36,-8397|-4031|21501|5357|-3556
0x905320,-3010,574,36,12254|241|-4830|17406|-15821
0x905330,7677,291,35,8702|11745|7954|8735|254
0x905350,7902,290,36,-2789|13627|-8691|8003|4560
0x905390,-847,4947,51,9265|5201|-3501|-12479|46
0x9053a0,286,579,67,13056|-3328|5657|1021|-12002
0x905410,7172,3829,50,-242|15|8447|4047|8686
0x905420,3297,3568,34,-17149|-8144|3844|-16879|-19889
0x905460,3535,8175,66,12030|7670|3537|3873|-4283
0x905470,-3603,-7952,50,7938|11968|293|21023|20481
0x905490,-7920,-3823,276,-4100|13327|21469|-4605|8174
0x9054a0,-511,257,1792,30583|30583|30583|30583|30583
0x9054c0,0,0,1043,0|256|0|16|0
0x9054d0,16,3761,34,-11525|1361|-9214|301|7951
0x905510,5102,-3809,34,4385|-8448|4124|-12208|7889
0x905520,-510,4816,66,4397|-3601|-11747|45|352
