offset,x,y,z,additional_values
0x500540,22,25,27,30|32|34|36|39
0x500550,41,43,0,1|2|7|8|9
0x500560,10,11,12,13|7|8|9|10
0x500570,11,12,17,18|8|19|20|18
0x500580,8,21,18,8|27|28|35|42
0x500590,8,49,8,56|63|70|71|77
0x5005a0,42,8,90,8|97|104|0|1
0x5005b0,3,7,8,9|10|11|12|13
0x5005c0,7,8,9,10|11|12|17|18
0x5005d0,8,19,20,18|8|21|22|8
0x5005e0,27,29,36,43|8|50|8|57
0x5005f0,64,70,72,78|84|8|91|8
0x500600,98,104,0,1|4|7|8|9
0x500610,10,11,12,14|7|8|9|10
0x500620,11,12,17,18|8|19|20|18
0x500630,8,21,23,8|27|30|37|44
0x500640,8,51,8,58|65|70|73|79
0x500650,85,8,92,8|99|104|0|1
0x500660,4,7,8,9|10|11|12|14
0x500670,7,8,9,10|11|12|17|18
0x500680,8,19,20,18|8|21|24|8
0x500690,27,31,38,45|8|52|8|59
0x5006a0,66,70,74,80|86|8|93|8
0x5006b0,100,104,0,1|5|7|8|9
0x5006c0,10,11,12,15|7|8|9|10
0x5006d0,11,12,17,18|8|19|20|18
0x5006e0,8,21,25,8|27|32|39|46
0x5006f0,8,53,8,60|67|70|75|81
0x500700,87,8,94,8|101|104|0|1
0x500710,5,7,8,9|10|11|12|16
0x500720,7,8,9,10|11|12|17|18
0x500730,8,19,20,18|8|21|26|8
0x500740,27,33,40,47|8|54|8|61
0x500750,68,70,76,82|88|8|95|8
0x500760,102,104,0,1|6|7|8|9
0x500770,10,11,12,16|7|8|9|10
0x500780,11,12,17,18|8|19|20|18
0x500790,8,21,11,8|27|34|41|48
0x5007a0,8,55,8,62|69|70|34|83
0x5007b0,89,8,96,8|103|104|0|0
0x5007c0,0,0,0,0|0|4730|0|0
0x5007d0,0,0,0,8|0|4096|3060|0
0x5007e0,113,0,7,-49|0|4096|3060|0
0x5007f0,125,0,7,-49|0|4096|3060|0
0x500800,136,0,7,-49|0|4096|3060|0
0x500810,147,0,7,-49|0|4096|3060|0
0x500820,159,0,7,-49|0|4096|0|3084
0x500830,3368,0,0,0|0|4096|1024|0
0x500840,3072,0,0,0|0|4096|0|3072
0x500850,1844,0,0,22|0|4096|0|1024
0x500860,0,0,13,0|0|4096|0|3084
0x500870,4017,0,0,0|0|4096|0|0
0x500880,0,0,14,-5|0|4096|3060|0
0x500890,3983,0,-7,-49|0|4096|3060|0
0x5008a0,3994,0,-7,-49|0|4096|3060|0
0x5008b0,4005,0,-7,-49|0|4096|3060|0
0x5008c0,4017,0,-7,-49|0|4096|3072|0
0x5008d0,0,0,0,-58|1|4096|0|3072
0x5008e0,0,0,0,0|0|4096|0|3072
0x5008f0,1024,0,-18,6|-1|4096|3072|0
0x500900,0,0,0,0|0|4096|3072|0
0x500910,0,0,0,-26|-1|3381|0|3072
0x500920,4085,0,0,0|0|4096|0|3084
0x500930,4074,0,0,0|0|4096|0|3084
0x500940,4062,0,0,0|0|4096|0|3084
0x500950,4051,0,0,0|0|4096|0|3084
0x500960,4028,0,0,0|0|4096|3072|0
0x500970,0,0,13,-24|0|4096|1024|0
0x500980,4017,0,0,0|0|4096|1024|0
0x500990,4028,0,0,0|0|4096|1024|0
0x5009a0,4051,0,0,0|0|4096|1024|0
0x5009b0,4062,0,0,0|0|4096|1024|0
0x5009c0,4074,0,0,0|0|4096|1024|0
0x5009d0,4085,0,0,0|0|4096|1024|0
0x5009e0,0,0,0,0|0|4096|3060|0
0x5009f0,159,0,17,-17|0|4096|3060|0
0x500a00,91,0,17,-17|0|4096|3060|0
0x500a10,22,0,17,-17|0|4096|3060|0
0x500a20,4062,0,17,-17|0|4096|3072|0
0x500a30,3994,0,17,-17|0|4096|3060|0
0x500a40,3926,0,17,-17|0|4096|3060|0
0x500a50,3858,0,17,-17|0|4096|0|3084
0x500a60,3653,0,0,0|0|4096|0|3084
0x500a70,3698,0,0,0|0|4096|0|3072
0x500a80,3744,0,0,0|0|4096|0|3084
0x500a90,3789,0,0,0|0|4096|0|3072
0x500aa0,3846,0,0,0|0|4096|0|3072
0x500ab0,3892,0,0,0|0|4096|0|3084
0x500ac0,3937,0,0,0|0|4096|0|3084
0x500ad0,113,0,3,13|0|4096|0|3072
0x500ae0,216,0,3,13|0|4096|0|3084
0x500af0,307,0,3,13|0|4096|0|3084
0x500b00,409,0,3,13|0|4096|0|3072
0x500b10,500,0,3,13|0|4096|0|3072
0x500b20,591,0,3,13|0|4096|0|3072
0x500b30,694,0,3,13|0|4096|3072|0
0x500b40,1024,0,0,11|0|4096|3060|0
0x500b50,728,0,0,11|0|4096|3060|0
0x500b60,443,0,0,11|0|4096|3060|0
0x500b70,159,0,0,11|0|4096|3072|0
0x500b80,3983,0,0,11|0|4096|3060|0
0x500b90,3687,0,0,11|0|4096|3060|0
0x500ba0,3402,0,0,11|0|4096|1024|0
0x500bb0,3653,0,0,0|0|4096|1024|0
0x500bc0,3710,0,0,0|0|4096|1024|0
0x500bd0,3755,0,0,0|0|4096|1024|0
0x500be0,3812,0,0,0|0|4096|1024|0
0x500bf0,3869,0,0,0|0|4096|1024|0
0x500c00,3926,0,0,0|0|4096|1024|0
0x500c10,3983,0,0,0|0|4096|3072|0
0x500c20,0,0,-13,-24|0|4096|1024|0
0x500c30,79,0,0,0|0|4096|1024|0
0x500c40,68,0,0,0|0|4096|1024|0
0x500c50,45,0,0,0|0|4096|1024|0
0x500c60,34,0,0,0|0|4096|1024|0
0x500c70,22,0,0,0|0|4096|1024|0
0x500c80,11,0,0,0|0|4096|3060|0
0x500c90,3937,0,-17,-17|0|4096|3060|0
0x500ca0,4005,0,-17,-17|0|4096|3060|0
0x500cb0,4074,0,-17,-17|0|4096|3060|0
0x500cc0,34,0,-17,-17|0|4096|3072|0
0x500cd0,102,0,-17,-17|0|4096|3060|0
0x500ce0,170,0,-17,-17|0|4096|3060|0
0x500cf0,238,0,-17,-17|0|4096|0|3084
0x500d00,3687,0,0,0|0|4096|0|3084
0x500d10,3732,0,0,0|0|4096|0|3072
0x500d20,3778,0,0,0|0|4096|0|3084
0x500d30,3812,0,0,0|0|4096|0|3084
0x500d40,3858,0,0,0|0|4096|0|3084
0x500d50,3892,0,0,0|0|4096|0|3084
0x500d60,113,0,-3,13|0|4096|0|3072
0x500d70,216,0,-3,13|0|4096|0|3084
0x500d80,307,0,-3,13|0|4096|0|3084
0x500d90,409,0,-3,13|0|4096|0|3072
0x500da0,500,0,-3,13|0|4096|0|3072
0x500db0,591,0,-3,13|0|4096|0|3072
0x500dc0,694,0,-3,13|0|4096|3060|0
0x500dd0,3368,0,0,11|0|4096|3072|0
0x500de0,3619,0,0,11|0|4096|3072|0
0x500df0,3869,0,0,11|0|4096|3072|0
0x500e00,11,0,0,11|0|4096|3060|0
0x500e10,273,0,0,11|0|4096|3072|0
0x500e20,523,0,0,11|0|4096|3060|0
0x500e30,773,0,0,11|0|4096|1024|0
0x500e40,204,0,0,0|0|4096|0|0
0x500e50,0,0,0,0|0|4096|0|1
0x500e60,4,7,8,9|10|11|12|14
0x500e70,7,8,9,10|11|12|17|18
0x500e80,8,19,20,18|8|21|24|8
0x500e90,27,31,38,45|8|52|8|59
0x500ea0,66,70,74,80|86|8|93|8
0x500eb0,100,104,0,1|5|7|8|9
0x500ec0,10,11,12,15|7|8|9|10
0x500ed0,11,12,17,18|8|19|20|18
0x500ee0,8,21,25,8|27|32|39|46
0x500ef0,8,53,8,60|67|70|75|81
0x500f00,87,8,94,8|101|104|0|1
0x500f10,5,7,8,9|10|11|12|16
0x500f20,7,8,9,10|11|12|17|18
0x500f30,8,19,20,18|8|21|26|8
0x500f40,27,33,40,47|8|54|8|61
0x500f50,68,70,76,82|88|8|95|8
0x500f60,102,104,0,1|6|7|8|9
0x500f70,10,11,12,16|7|8|9|10
0x500f80,11,12,17,18|8|19|20|18
0x500f90,8,21,11,8|27|34|41|48
0x500fa0,8,55,8,62|69|70|34|83
0x500fb0,89,8,96,8|103|104|0|0
0x500fc0,0,0,0,0|0|4730|0|0
0x500fd0,0,0,0,8|0|4096|3060|0
0x500fe0,113,0,7,-49|0|4096|3060|0
0x500ff0,125,0,7,-49|0|4096|3060|0
0x501000,4,0,0,0|2612|0|6136|0
0x501020,0,0,71,50|21|12|0|0
0x501030,0,0,1348,0|4|0|146|0
0x501050,0,0,-1,-1|0|0|1|2
0x501060,3,4,5,6|7|1|9|10
0x501070,11,12,13,14|1|16|17|18
0x501080,18,20,21,22|23|22|25|26
0x501090,27,28,29,30|27|32|33|34
0x5010a0,22,36,37,38|39|40|41|22
0x5010b0,43,44,45,46|47|48|5|7
0x5010c0,8,12,14,15|18|19|22|24
0x5010d0,27,29,31,33|35|38|40|42
0x5010e0,45,47,49,0|1|4|5|6
0x5010f0,7,8,5,15|22|5|6|7
0x501100,8,5,15,23|24|6|25|32
0x501110,33,6,34,6|40|41|6|42
0x501120,43,48,49,58|43|63|43|64
0x501130,65,66,67,68|69|70|71|65
0x501140,72,67,73,74|70|0|1|4
0x501150,5,6,7,8|9|16|22|5
0x501160,6,7,8,9|16|23|24|6
0x501170,26,32,33,6|34|6|40|41
0x501180,6,42,44,48|50|58|59|63
0x501190,50,64,65,66|67|68|69|70
0x5011a0,71,65,72,67|73|74|70|0
0x5011b0,2,4,5,6|7|8|10|17
0x5011c0,22,5,6,7|8|10|17|23
0x5011d0,24,6,27,32|33|6|34|6
0x5011e0,40,41,6,42|45|48|51|58
0x5011f0,60,63,51,64|65|66|67|68
0x501200,69,70,71,65|72|67|73|74
0x501210,70,0,2,4|5|6|7|8
0x501220,11,18,22,5|6|7|8|11
0x501230,18,23,24,6|28|32|33|6
0x501240,34,6,40,41|6|42|46|48
0x501250,52,58,61,63|52|64|65|66
0x501260,67,68,69,70|71|65|72|67
0x501270,73,74,70,0|3|4|5|6
0x501280,7,8,12,19|22|5|6|7
0x501290,8,12,19,23|24|6|29|32
0x5012a0,33,6,34,6|40|41|6|42
0x5012b0,47,48,53,58|62|63|53|64
0x5012c0,65,66,67,68|69|70|71|65
0x5012d0,72,67,73,74|70|0|3|4
0x5012e0,5,6,7,8|13|20|22|5
0x5012f0,6,7,8,13|20|23|24|6
0x501300,30,32,33,6|34|6|40|41
0x501310,6,42,47,48|54|58|46|63
0x501320,54,64,65,66|67|68|69|70
0x501330,71,65,72,67|73|74|70|0
0x501340,3,4,5,6|7|8|14|21
0x501350,22,5,6,7|8|14|21|23
0x501360,24,6,31,32|33|6|34|6
0x501370,40,41,6,42|47|48|49|58
0x501380,47,63,43,64|65|66|67|68
0x501390,69,70,71,65|72|67|73|74
0x5013a0,70,0,3,4|5|6|7|8
0x5013b0,13,20,22,5|6|7|8|13
0x5013c0,20,23,24,6|30|32|33|6
0x5013d0,35,6,40,41|6|42|47|48
0x5013e0,45,58,46,63|45|64|65|66
0x5013f0,67,68,69,70|71|65|72|67
0x501400,73,74,70,0|3|4|5|6
0x501410,7,8,12,19|22|5|6|7
0x501420,8,12,19,23|24|6|29|32
0x501430,33,6,36,6|40|41|6|42
0x501440,47,48,55,58|62|63|55|64
0x501450,65,66,67,68|69|70|71|65
0x501460,72,67,73,74|70|0|2|4
0x501470,5,6,7,8|11|18|22|5
0x501480,6,7,8,11|18|23|24|6
0x501490,28,32,33,6|37|6|40|41
0x5014a0,6,42,46,48|56|58|61|63
0x5014b0,56,64,65,66|67|68|69|70
0x5014c0,71,65,72,67|73|74|70|0
0x5014d0,2,4,5,6|7|8|10|17
0x5014e0,22,5,6,7|8|10|17|23
0x5014f0,24,6,27,32|33|6|38|6
0x501500,40,41,6,42|45|48|57|58
0x501510,60,63,57,64|65|66|67|68
0x501520,69,70,71,65|72|67|73|74
0x501530,70,0,1,4|5|6|7|8
0x501540,9,16,22,5|6|7|8|9
0x501550,16,23,24,6|26|32|33|6
0x501560,39,6,40,41|6|42|44|48
0x501570,46,58,59,63|46|64|65|66
0x501580,67,68,69,70|71|65|72|67
0x501590,73,74,70,3072|0|0|0|0
0x5015a0,0,0,0,4619|0|0|0|0
0x5015b0,0,0,0,4096|0|0|0|0
0x5015c0,0,-1,0,4096|0|0|0|0
0x5015d0,0,-2,0,4096|3072|0|0|0
0x5015e0,7,-51,3,4096|0|3072|0|0
0x5015f0,0,0,0,4096|1024|0|3072|0
0x501600,0,0,0,4096|0|3072|1024|0
0x501610,0,19,0,4096|0|1024|0|0
0x501620,20,2,0,4096|0|3072|34|0
0x501630,0,0,0,4096|0|3084|68|0
0x501640,0,0,0,4096|0|3084|102|0
0x501650,0,0,0,4096|0|3084|136|0
0x501660,0,0,0,4096|0|3072|170|0
0x501670,0,0,0,4096|0|3084|204|0
0x501680,0,0,0,4096|0|0|0|0
0x501690,12,-6,0,4096|0|0|4074|0
0x5016a0,12,-6,0,4096|0|0|4051|0
0x5016b0,12,-6,0,4096|0|0|4017|0
0x5016c0,12,-6,0,4096|0|0|3994|0
0x5016d0,12,-6,0,4096|0|0|3960|0
0x5016e0,12,-6,0,4096|0|0|3937|0
0x5016f0,12,-6,0,4096|3072|0|0|0
0x501700,-7,-51,3,4096|3072|0|0|0
0x501710,0,-61,3,4096|0|3072|113|0
0x501720,0,0,0,4096|3744|0|79|0
0x501730,0,11,-18,4096|3744|0|45|0
0x501740,0,11,-18,4096|3744|0|22|0
0x501750,0,11,-18,4096|3744|0|0|0
0x501760,0,11,-18,4096|3744|0|4074|0
0x501770,0,11,-18,4096|3744|0|4051|0
0x501780,0,11,-18,4096|3744|0|4017|0
0x501790,0,11,-18,4096|3072|0|0|0
0x5017a0,0,0,0,4096|0|3084|3937|0
0x5017b0,0,0,0,4096|0|3072|1024|0
0x5017c0,0,-14,14,4096|0|3072|910|0
0x5017d0,0,-14,14,4096|0|3072|773|0
0x5017e0,0,-14,14,4096|0|3072|796|0
0x5017f0,0,-14,14,4096|0|3084|841|0
0x501800,0,-14,14,4096|0|3084|910|0
0x501810,0,-14,14,4096|3072|0|0|0
0x501820,0,-26,-1,3703|0|3084|79|0
0x501830,0,0,0,4096|3858|0|0|0
0x501840,7,-3,-10,4096|0|3072|1024|0
0x501850,0,0,0,4096|0|3084|1001|0
0x501860,0,0,0,4096|0|3084|978|0
0x501870,0,0,0,4096|0|3084|955|0
0x501880,0,0,0,4096|0|3084|932|0
0x501890,0,0,0,4096|1024|0|3072|0
0x5018a0,15,0,-7,4096|0|3072|1036|0
0x5018b0,0,0,0,4096|0|3084|1093|0
0x5018c0,0,0,0,4096|0|3072|1161|0
0x5018d0,0,0,0,4096|0|3084|1161|0
0x5018e0,0,0,0,4096|0|3072|1116|0
0x5018f0,0,0,0,4096|0|3084|1070|0
0x501900,0,0,0,4096|0|3072|932|0
0x501910,0,0,0,4096|0|3084|887|0
0x501920,0,0,0,4096|0|3072|887|0
0x501930,0,0,0,4096|3858|0|0|0
0x501940,-7,-3,-10,4096|0|3072|1001|0
0x501950,0,0,0,4096|0|3084|989|0
0x501960,0,0,0,4096|0|3072|978|0
0x501970,0,0,0,4096|0|3084|967|0
0x501980,0,0,0,4096|1024|0|3072|0
0x501990,15,0,7,4096|3060|0|3858|0
0x5019a0,20,-12,-2,4096|0|3084|3653|0
0x5019b0,0,0,0,4096|1024|0|3118|0
0x5019c0,0,0,0,4096|0|3072|1024|0
0x5019d0,0,14,0,4096|1024|0|3277|0
0x5019e0,0,0,0,4096|3060|0|3402|0
0x5019f0,0,11,0,4096|1024|0|0|0
0x501a00,0,0,0,4096|3060|0|238|0
0x501a10,-20,-12,-2,4096|1012|0|3038|0
0x501a20,0,0,0,4096|1012|0|2868|0
0x501a30,0,0,0,4096|3060|0|694|0
0x501a40,0,11,0,4096|64|0|3460|0
0x501a50,0,0,0,0|70|49|21|10
0x501a60,0,0,0,0|1124|0|4|0
0x501a70,144,0,0,0|0|0|0|0
0x501a80,0,0,0,0|-1|-1|0|0
0x501a90,1,2,3,4|5|6|0|8
0x501aa0,9,10,11,12|13|0|15|16
0x501ab0,17,17,19,20|21|22|21|24
0x501ac0,25,26,27,28|29|26|31|32
0x501ad0,33,21,35,36|37|38|39|40
0x501ae0,21,42,43,44|45|46|47|4
0x501af0,6,7,11,13|14|17|18|21
0x501b00,23,26,28,30|32|34|37|39
0x501b10,41,44,46,48|0|2|3|4
0x501b20,5,6,3,7|8|3|4|5
0x501b30,6,3,7,9|10|4|19|24
0x501b40,25,4,34,4|39|13|4|44
0x501b50,45,49,50,58|45|63|45|64
0x501b60,65,75,76,86|95|105|115|65
0x501b70,116,76,117,127|105|0|2|3
0x501b80,4,5,6,3|7|8|3|4
0x501b90,5,6,3,7|9|11|4|20
0x501ba0,24,26,4,34|4|39|40|4
0x501bb0,44,46,49,51|58|59|63|51
0x501bc0,64,66,75,77|87|96|106|115
0x501bd0,66,116,77,118|128|137|0|2
0x501be0,3,4,5,6|3|7|8|3
0x501bf0,4,5,6,3|7|9|12|4
0x501c00,21,24,27,4|34|4|39|41
0x501c10,4,44,47,49|52|58|60|63
0x501c20,52,64,67,75|78|88|97|107
0x501c30,115,67,116,78|119|129|138|0
0x501c40,2,3,4,5|6|3|7|8
0x501c50,3,4,5,6|3|7|9|13
0x501c60,4,22,24,28|4|34|4|39
0x501c70,15,4,44,48|49|53|58|61
0x501c80,63,53,64,68|75|79|89|98
0x501c90,108,115,68,116|79|120|130|139
0x501ca0,0,2,3,4|5|6|3|7
0x501cb0,8,3,4,5|6|3|7|9
0x501cc0,14,4,23,24|29|4|34|4
0x501cd0,39,15,4,44|48|49|54|58
0x501ce0,62,63,54,64|69|75|80|90
0x501cf0,99,109,115,69|116|80|121|131
0x501d00,140,0,2,3|4|5|6|3
0x501d10,7,8,3,4|5|6|3|7
0x501d20,9,15,4,23|24|30|4|35
0x501d30,4,39,16,4|44|48|49|55
0x501d40,58,62,63,55|64|70|75|81
0x501d50,90,100,110,115|70|116|81|122
0x501d60,132,141,0,2|3|4|5|6
0x501d70,3,7,8,3|4|5|6|3
0x501d80,7,9,16,4|22|24|31|4
0x501d90,36,4,39,17|4|44|48|49
0x501da0,56,58,61,63|56|64|71|75
0x501db0,82,91,101,111|115|71|116|82
0x501dc0,123,133,142,0|2|3|4|5
0x501dd0,6,3,7,8|3|4|5|6
0x501de0,3,7,9,17|4|21|24|32
0x501df0,4,37,4,39|42|4|44|47
0x501e00,49,57,58,60|63|57|64|72
0x501e10,75,83,92,102|112|115|72|116
0x501e20,83,124,134,143|0|2|3|4
0x501e30,5,6,3,7|8|3|4|5
0x501e40,6,3,7,9|18|4|20|24
0x501e50,33,4,38,4|39|43|4|44
0x501e60,46,49,57,58|59|63|57|64
0x501e70,73,75,84,93|103|113|115|73
0x501e80,116,84,125,135|144|0|2|3
0x501e90,4,5,6,3|7|8|3|4
0x501ea0,5,6,3,7|9|3|4|19
0x501eb0,24,3,4,34|4|39|3|4
0x501ec0,44,45,49,57|58|45|63|57
0x501ed0,64,74,75,85|94|104|114|115
0x501ee0,74,116,85,126|136|145|0|0
0x501ef0,0,0,0,0|0|4619|0|0
0x501f00,0,0,0,0|0|4096|3072|0
0x501f10,0,0,7,-51|3|4096|0|3072
0x501f20,0,0,0,0|0|4096|1024|0
0x501f30,3072,0,0,0|0|4096|0|3072
0x501f40,1024,0,0,19|0|4096|0|1024
0x501f50,0,0,20,2|0|4096|0|0
0x501f60,0,0,12,-6|0|4096|3072|0
